,message,label
75,안딜이 진짜 천재인게 진을 한다는거임 얘는 걍 천재임,1
76,렉사이 왜푸냐,1
77,제발 디도스 걸려라 제발,1
78,낀낀이형 눈물 머금고 포골 ㅋㅋ,1
79,깐마유시 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
80,오늘 비디디 느낌없네,0
81,우와,1
82,아니 광동 잘하던픽 안하고 왜 무리하냐,1
83,지금 왔는데 도란 오늘도 또 움?ㅋㅋㅋㅋㅋㅋㅋ,1
84,그래도 순수재미는 T1이 이겼다,1
85,댕공아 밑천 밋천말고 임마 무식한거 티내지마,1
86,기인이 미쳤다,1
87,크산테!!,1
88,바루스가 두명 ㄷㄷ,1
89,비디디 궁극기 타이밍 좋았네,1
90,ㅋㅋㅋ재밌었다,1
91,아지르가 진짜,1
92,중국 젠지랑 무순일인가요,1
93,미드원딜 왜빼냐 ㅈㅅ이냐,1
94,"티원은 제우스, 페이커, 케리아로 돌아가는 팀인데 오너 없어도 됨 ㅇㅇ",0
95,젠지팬때문에 몇명이 피해보노,0
96,제우스 기인 상대로 너무 안좋네,1
97,경기시작할때 조합때문에 운영방식이달라서 편파적으로 들릴수있다고 이미말함,1
98,888룰8,0
99,그 기인거 너무 쌔다,1
100,쵸오오비 ,1
101,근데 이번 시즌 진짜 뒤죽박죽이다 ,1
102,광동 왜 짐?,1
103,아니 저거 스틸을 밥먹듯이하네 그냥,1
104,던져 던져,1
105,siuuuuuuuu~,1
106,1557이 뭐냐면 페이커가 2019년도 제우스 카나비 룰러 케리아라는 슈퍼팀을 데리고 롤드컵 결승에서 쵸비한테 15분 57초만에 패배한 경기를 말합니다.,0
107,시간 3분만 빨리감기 하고싶다,1
108,오너 다음시즌에 교체될 수 있겠는데... 내년에 정글러 영입하고 교체될 가능성도 있다고 본다,0
109,갔다,1
110,롤 망함,1
111,톰버지가 밴픽해라 !! 정균아 너는 총감독해 ㅠㅠ,1
112,저걸 집을 다가?? 대단하다 ㅋㅋ,1
113,대신 라칸이 8랩이잖아...,1
114,헉 ㄷㄷ,1
115,ㄷㄷ',1
116,ㅋㅋㅋㅋ 케리아 진짜 준나 잘한다,1
117,진짜,1
118,잠시 갔다온사이에 왜 5:2됐냐 ㅋㅋㅋㅋㅋㅋ,1
119,차룟!,1
120,T1 루시드 가보자,1
121,근데 광동 경기력 왜케 떡락했냐,0
122,?????,1
123,대상혁,1
124,저래봬도 잘햇던 형들 ㅋㅋㅋ,1
125,또도스,1
126,24연패 우승신화 대황브리온 ㅎㄷㄷㄷ,1
127,옥지얌,1
128,ㅎㅎㅎㅎㅎ,1
129,태난 지원금 달라고,1
130,제발 T1이 이기길...,1
131,실버한테 ㅋㅋㅋ,1
132,2군경기인가요?,0
133,ㅇㅅㅇ 치지마세요...교도소 출소한지 3일됬습니다...찾아갑니다...조용히 살고싶습니다...,1
134,쇼메 팬인데 이게 킹겐이 아니라고? ㅋㅋ,1
135,대 상 혁,1
136,딜라잇 대단하다 얼굴,1
137,담원왜이래,1
138,제발 T1우승,1
139,대상혁,1
140,퍼펙트가 해주는구나,1
141,잔인하다 잔인해 ㅋㅋㅋㅋ,1
142,엑스큐트 개억지 메이킹,1
143,한화 파이팅,1
144,DRX ㅋㅋㅋ,1
145,체급의한화생명사랑해,1
146,광동 무슨일임??????,1
147,0:0아님?,1
148,빅게임,1
149,대 디 디,1
150,광동 따운,1
151,도란은 좀빼자,0
152,탑 바텀 왜 이러냐,1
153,ㅋㅋ,1
154,챗창 왜이래?,1
155,몬스터는 ㅋㅋzzzzz,1
156,크산테 피오지네,1
157,혜지눈나 남편 쥰나 부럽다 ㅇㅅㅇ,0
158,진짜 힘들게 초반 이겼는데 억장 무너지겠다 ㅋㅋㅋ,1
159,와 선수교체??,1
160,브리온승,1
161,세주 서폿?,1
162,살 많이빠졌노 김정수,1
163,불불독,1
164,낼 경기있는데 자꾸 저딴 질문만 준비했노,0
165,캐니언은 한타 딱 한번잘함,1
166,구마만 제발 안죽으면대,1
167,ㅈㄴ못하네 ㅋㅋ ,0
168,에휴..괜찮아 작년엔 이것보다 더 심하게 꼬라박고 롤드컵 우승했어,1
169,애쉬는 고정밴이네 ㅋ,1
170,ㅈㅈ,1
171,베릴 ㅋㅋㅋㅋ,1
172,우스 선체파괴잨ㅋㅋㅋ,1
173,제이스는 웃고있어,1
174,와 이게 광동맞나,1
175,역시 압박은 켈황,1
176,흠,1
177,월즈 준우승도 못 해본 조선족팬 없제? ㅋㅋ,0
178,엄,1
179,광동 플옵가자,1
180,중위 오타로 준위라고 쓴거겠지,1
181,미카엘은 왜간거임?,1
182,티원은 항상 범인찾기에서 미드는 빠지던데 그건 왜 그런건가요...? (진짜 모름),0
183,오,1
184,바루스 궁 또 쓰네 ㅋㅋ,1
185,888룰8,0
186,뒷북은 켈황,1
187,포지션이 좀 이상했음,1
188,주우재ㅋㅋㅋㅋ,1
189,개읏기네 ㅋㅋㅋ,1
190,공지나옴?,1
191,대 황 딜,1
192,굿바이 콜미...,1
193,이랬는데 다음에도 스몰더 열어주면 걍 패작이지,1
194,아니 왜 용 안먹는데\,1
195, 무관행동,1
196,구원 잘한당,1
197,제우스 화이팅..ㅠㅠ,1
198,이걸 정글탓이라고 하는건 진짜 롤 모르는거임. 잘하는 팀은 이기고 바론 먹는다 기억해라.,1
199,루시드 ㅋㅋ 잘한다 잘한다 하니깐 그냥 던지노 ,1
200,준병 이랑 준사도 있나요?,1
201,켈황한테 탱 서폿 시키지마라. 토황이 아니다,1
202,이건 갔네,1
203,드릉드릉~,1
204,두두는 억울하겠노 ㅋㅋ,1
205,한화는 또 동부학살자가 될 것 인가..,1
206,한지민 개이쁘농,1
207,6천차이 바로 따먹히노,0
208,몰수패 ㄱㄱ,1
209,데프트 억빠그만좀 나머지가 잘해서 이긴건데 ㅋㅋ,0
210,그게 아니고 에포트가 다 망치고있던거지,0
211,뎊트 잘하네,1
212,ㅈㅈ,1
213,88848은 5년동안 이뤄낸거임ㅋㅋㅋㅋㅋ,0
214,ㅋㅋㅋㅋ,1
215,티원 인스타 스토리랑 트위터 확인하면 오너 오늘 경기 불참입니다,1
216,방금 젠지로 갈아탈뻔했네,1
217,커즈야 ㅠㅜ 왜 거기서 고통받니,1
218,불독 토스 또ㅋㅋㅋㅋ,1
219,오늘 생방이냐?,1
220,혹시 1세트 누가 이겼나요,1
221,ㅅㅇㄱㅇㅅㅇㄱ,1
222,노상방뇨에서 노상을 모르냐;,1
223,젠지가 3대0으로 이길듯,1
224,켈 황,1
225,걍 말파 하기 싫었나보네 ㅋㅋㅋ 말파 좋은 조합인데,1
226,한지민 이쁜데?,1
227,사일러스 요즘 감전듬?,1
228,원딜 씨에스차이 뭐임...?,1
229,담원 개못하네 ㅋㅋㅋ,0
230,r 키 잘못눌럿나여 ?,1
231,대상혁,1
232,어제 해설 김동준이였는데 아직도 찾는 애들 있네,1
233,님들 저 어떡해요??? 수능성적 88848 나옴 인생망한거아님?그냥자살할까요제발대답좀ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0
234,푸씨,0
235,/김정은 모드,1
236,여기쵸비맘들겁나많네ㅋㅋㅋㄱㅋ,0
237,티원 찢기는거 보니깐 속이 뻥~,0
238,아이네???,1
239,임신공격 ㅋㅋ,0
240,쵸비 키크다,1
241,트페에 투탱 하믄 지는데 ㅠ,1
242,진짜 ㅇㅅㅇ드립에 어그로 끌리는거 한심하네 IP 추적하기 전에 그만해라,1
243,빅게임헌터,1
244,이노베이션 ㄷㄷㄷ,1
245,ㅋㅋㅋㅋ,1
246,어 88팔이 형이야,0
247,와우 노련한데,1
248,치킨 맛없다,1
249,ㅈㄱㅊㅇ,1
250, 뜌,1
251,롤의 R자도 모르는 것들이 겜 판단하네,1
252,광동 당신은 도대체,1
253,꼭?,1
254,대황겐 어그로,1
255,이 얼 싼 짜이엔 찌. 짜이요!!!,0
256,88848 88848,0
257,ㅋㅋㅋㅋ,1
258,또이브가 아니라 뙤브 아님?,1
259,카르마 노딜이네,1
260,리헨즠ㅋㅋㅋㅋㅋㅋㅋㅋ,1
261,ㅋ,1
262,이제 아형 보면 되겠네 굿 타이밍,1
263,라스칼은 작년섬머부터범인이엇음,0
264,지우야 해냈구나...,1
265,실비야 실비보험을 들어야지,1
266,똥과 설사의 대결 ㅎㄷㄷ,1
267,똥카 수준 ㅉㅉ,0
268,이래서 티원 팬들 꼴보기싫음,0
269, 켈황 진짜 씹간지네,0
270,기인 넘 잘했다,1
271,탱커가 없내 둘다,1
272,브리온 보약 먹고 잘해보자,1
273,루시드 울겠다ㅠㅠ,1
274,대 상 혁,1
275,베릴 친정팀한테 악감정잇냐 왤케 시원하게 패니...,1
276,아니 왜 벌써 시킴 ㅋㅋㅋ,1
277,개웃기네 ㅋㅋ,1
278,딜교 매섭네 ㄷㄷ,1
279,긑에 이어 디플도...?,1
280,와,1
281,아니 플을 왜 저기로 써..,1
282,T1 fighting !,1
283,16렙케일 ㄷㄷ,1
284,아니 근데 얘네 내부망이 없는거야? 1000억으로 인트라넷 안만들고 뭐했냐,1
285,0013 나오나요,1
286,7ㅣ인거 ,1
287,클강인 ㄷㄷ,1
288,어 이러면 기인 해리케인이 되는건데....,1
289,젠지는 lpl아님?,0
290,ㅋㅋㅋ 히잡쓴여자는머임 ㅋㅋ,1
291,국제전 망신준 젠첩들은 나가주세용 ㅠ,0
292,진짜 예술이다,1
293,세나 정화 유체화 원래 저거노?,1
294,르블랑 상대로 후픽 야스오가 맞음?,1
295,탑트페가 신속신을 안가네.....,1
296,진짜 페이즈 cs 과관이네 ㄹㅇ,1
297,든버지 알콜성 치매,0
298,태윤 어디갔노 ㅋㅋㅋㅋㅋㅋ,1
299,젠지 로스터 별로임,1
300,태윤은 그냥 승부조작 ㅋㅋㅋ,1
301,겜한느낌도 안들겠네 젠지는,1
302,너무 불공정하다,1
303,5명 다 실실 쪼개네 쳐 발려놓고 ㅋㅋㅋㅋㅋ,0
304,롤갤에 농심이 2:1로 이긴거 떴는데,1
305,광동 이니시 누가함?,1
306,역시 벨류는 켈황,1
307,2개의 심장 케지성,1
308,구마유시 쳐내고 지우데려와라,1
309,왜 티원은 젠지만 만나면 처발리나요 한판도 못이기네 ㅋㅋㅋㅋㅋ 그 버스 미드 때문인가요? 제오구케 해줘 딸각 ㅋㅋㅋ,0
310,와 ㅋㅋㅋ 지우 반속 살아있네,1
311,바이퍼를 키운게 맞나,1
312,페이즈 트롤인가 cs뭐냐,0
313,용준햄~,1
314,딮기는 진영선택도 못하네,0
315,퍼펙트 걍 ^클리어^ 이긴빨 거품,1
316,대 상 혁,1
317,중국팀이 lck 우승했으니 국제전 우승이기도함,0
318,1557-88848,0
319,든든 잘하노,1
320,징크스 아무도 안봐주네 ㅋㅋㅋㅋ 딮기 답없다 ㅋㅋㅋㅋ,0
321,좌좀식 마인드 : 디도스 페이커 탓이다,0
322,오늘 우제 폼 진짜 미쳤네 대 체 탑,1
323,대 상 혁,1
324,구워니 왤케 호감 ㅋㅋㅋㅋ,1
325,브란도자체가 좀.,1
326,ㅋㅋㅋㅋㅋ 클템,1
327,와,1
328,게임을 왜 생각을 안하고 하냐,1
329,서폿이5픽해야하는 세상 ㅎㅎ 픽먼저 가져가는게 전략인 메타네,1
330,이걸 사네,1
331,궁 너무 대충 쓰네,1
332,킹인 ㄷㄷㄷ,1
333,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 킹겐 컷,1
334,오 깐머유시,1
335,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ바들바들,1
336,젠첩들 화 많이 났노 ㅋㅋ,0
337,렐로?,1
338,어딜가긴 미국가는거지 ㅠ,1
339,대우스,1
340,금일은 금요일부터 일요일까지를 말하는거야 이초딩아 ㅋㅋㅋㅋㅋㅋㅋ,1
341,지시안?,1
342,베이가 장인,1
343,단단묵직,1
344,표이루~,1
345,2.5k,1
346,ㅋㅋㅋㅋㅋㅋ 주섬주섬,1
347,콜미뭐함 진짜로..?,0
348,우디르 ㅌㅊㅇ ㅇㅈ,1
349,역시 애쉬는 켈황 ㅋㅋ,1
350,야미야미,1
351,젠지팬들은 본인 응원하는팀이 이기고있는데 왜 칭찬이나 응원은없고 상대팀 욕만함 ㅋㅋㅋㅋㅋㅋ,0
352,젠지보다 못하는 팀은 많지만 1557은 오직 단 하나 ㅋㅋㅋㅋㅋ,0
353,오늘은 유출 없나여ㅋㅋㅋㅋㅋㅋㅋ,1
354,똥싼테 ㅋㅋㅋ,1
355,가관이겠지 ㅋㅋㅋㅋ,1
356,타타타타타ㅏ,1
357,존잼이네ㄹㅇㅋㅋㅋ,1
358,클템 밑 다 입다물어.....,0
359,조나는 알고있다,1
360,지우 > 구마=헤나 이게 맞지.,1
361,아니 오리아나 플을 왜 저렇게 써?,1
362,티원 다음판도 이기자 ㅎㅇㅌ!,1
363,광동은 이제 지고있어도 질것 같지가 않아,1
364,DRX 이기자...,1
365,돈역전됫노 ㅋㅋㅋㅋ,1
366,DRX보다가 이거보니까 차이가크다,1
367,잘해,1
368,오리하는거 보고도 라칸 욕하냐 ㅋㅋ,1
369,의심마라 ㅋㅋㅋㅋㅋ,1
370,킹 카,1
371,민석이 플옵때부터 상태가 영 파이노,0
372,맞음ㅋㅋㅋㅋ 티원 우승 개운빨이고 젠지가 8강에서 이겼으면 웨이보가 우승했음ㅇㅇ,0
373,젠지픽 쎄보인다,1
374,ㅇㄷ,1
375,딮기는 동부의 왕이다,1
376,다전제가머야,1
377,캬,1
378,커즈 트롤이냐...,0
379,패패승승승 가자ㅏㅏㅏㅏ,1
380,럼자오자레,1
381,ㅁㅍ,1
382,대 황 불,1
383,저희나라 중국팀 젠지 파이팅!! 저희나라 선수들 파이팅!!!,0
384,"기인은 애초에 도란,제우스 급이 아니었다.",1
385,광동도 심각하네,1
386,조합이 너무 구리다 그냥,1
387,한국기준으론 부자고 중국기준으로 그지지,1
388,유출이랑 똑같네..,1
389,캬,1
390,피오지는 구마아님 케리아,1
391,디도스 ?,1
392,해설 좀,1
393,파이크는 케리아뺴고 다 느낌없는듯,1
394,한화한테 개쳐맞고 찡찡대는 고트가 있다?,0
395,아우솔..? 형솔은 어딨음?엌ㅋㅋㅋㅋㅋㅋㅋ,1
396,대상혁 pog,1
397,zzzzz,1
398,여자 귀엽당,1
399,렐이지 ㅋㅋㅋ,1
400,딜라이트가 받아야햇는데,1
401,아리가자,1
402,/솔랭의제왕,1
403,한화 야구도 1위던데 회장님 신나겠노,1
404,왜 1ㄷ1임,1
405,오늘 옵저버 왜이러냐,1
406,뭣이라,1
407,황디디 ,1
408,에포트는 신인이니깐..,1
409,태윤함 나오지...,1
410,ㅓ,1
411,하 진짜 대황신란이 유일한 희망이네,1
412,징크스여서 제리가 저리 커도 비벼지는건데 ㅋㅋ,1
413,역배라니까,1
414,반응개쩌네,1
415,브리온도 팬이 있다는게 신기하네ㅋㅋㅋ,1
416,한화 담기에 승걸면 되나?,1
417,에포트는 이젠 CL가도 하위권이다ㅋㅋㅋㅋ,1
418,승패 모릅니당,1
419,브리온 시ㅡㄴ,1
420,젠첩은 항상 내로남불이 패시브,0
421,치열하네 ㅋㅋ,1
422,구마유시닮았네 ㅋㅋ,1
423,클템 입에 모터달았네 ㅋㅋㅋ,1
424,결승답긴하다..,1
425,페이즈는 진짜 왜 퍼스트임?ㅋㅋ,1
426,빨리만 안끝났음 좋겠네,1
427,0013이 뭐임?,1
428,ㅋㅋㅋㅋㅋㅋ 낀낑이 vs 무지성 T1 대결이네 ㅋㅋㅋ 어 쵸비가 다 캐리해서 끝나 ~ 슥갈들아,0
429,대 허 수,1
430,장서빈보고있냥,1
431,웃는자가 일류다,1
432,동체원 헤나,1
433,버프,1
434,브리온! 브리온!,1
435,1세트 누가이김,1
436,있겠냐,1
437,브리온은 신인 안키움??,1
438,제발 구호좀 집어치워라,1
439,안딜 아프데요,1
440,싱크가 왜 안맞아?,1
441,글골차이 왜 비슷함?,1
442,브리온이 이김?,1
443,운영 들어가니까 그냥 지네,1
444,베릴 cs 보고 세나 cs 이래라 뭔 ㅋㅋ,1
445,오리가 사이드에서 아지르 못이긴다고 유통기한챔은 아니지,1
446,오늘 꿈에서 테디 하드캐리하는꿈 꿨다 500박았다 제발 이겨라 DRX,1
447,ㅈㅈ,1
448,대 우 스,1
449,김민아,1
450,아니 탐켄치가 미니언을 왜먹음 ;; 저러니깐 지지,1
451,광고나오는애들은 프리미엄 안쓰냐?ㅋㅋㅋㅋㅋㅋㅋ,1
452,빠른손절 ㅋㅋㅋㅋ,1
453,오너어디감?,1
454,fox가 스몰더 조합으로 2:1 역전해요,1
455,기인은 안된다,1
456,딮기 좋았다 ㅋㅋ,1
457,대 마 유 시,1
458,캬 역시 흙상혁,1
459,작년에도 갔는데?,1
460,두날두는 욕이잖아,1
461,켈린이 킬먹은 스노우볼 너무크게 굴러간다,1
462,지블,1
463,중국팀 왜빨아줌 simple dark?,0
464,어라 kt가이겼네 ㅋㅋㅋㅋ,1
465,대상혁 ㅋㅋㅋㅋㅋ,1
466,클템왈 drx 55못해,1
467,또 카르마로 이렐하네 ㅋㅋ,1
468,ㄷㄱㅈ,1
469,원딜만 바껴도 광동에 더 쌔겠네ㅋㅋㅋㅋ,1
470,또 스테틱 원딜 메타인거냐ㅣ;;;,1
471,계야후가 누구임??신인임?,1
472,으악ㅠㅠ 중국은 싫지만 중국게임은 못잃어 ㅠㅠㅠ 페이커 만세!!! ,0
473,광동 화이팅 ~~,1
474,LCS 산업스파이 표식 ㄷㄷ,1
475,킹겐....,1
476,롤 도 사 망,1
477,미드 저건 승부조작급인데,1
478,너보단잘함 ㅇㅇ,1
479,축신두 ㅋㅋㅋㅋㅋ,1
480,개꼬숩다ㅋㅋ,1
481,그냥 조합이 좀 kt가힘든거같은데 선수 억까 ㄴㄴ,1
482,ㅋㅋㅋ 바로 10등의 품격 나오네 브리온 딮기가 실수좀 했다고 잘하네 뭐네 하는 브리온 팬들따운!!! 다음 광동이랑 만날때 기대해 브리온 ^^,0
483,라스칼은 맨날 까다롭다면서 그팀은 항상짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
484,젠지 형 은 들어가있어,1
485,한화화이팅 바이퍼화이팅!,1
486,해설은 라이브임??,1
487,1557 13대0,0
488,근데 너넨 졌잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
489,구마제리로 후반 누워도 이긴다는 생각이 안드네 ㅋㅋㅋ,0
490,1세트때 잠깐 뜨던 폴루도 2세트때 결국 범부행 당했는데 아직도 브리온 응원하는 호구들이 있냐 ? ㅋㅋ 어이없네,0
491,퍼붕아... 카밀은 안 된다,1
492,대황동의 꿈은 이루어진다,1
493,drx승,1
494,대상혁 오늘 개똥싸실예정,0
495,해설이 티원편을 존나게 드네,0
496,켈황 ㅋㅋㅋㅋㅋㅋ,1
497,와 대상혁,1
498,믿을건 오직 티 원,1
499,저거안되네,1
500,ㅋㅋ,1
501,티원~~,1
502,브리온은 2군이랑 해도 비비겠나,1
503,오늘 보면 알겠지,1
504,젠갈들 설레하더니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개처망했지?,0
505,아우,1
