,message,label
146653,2군 행동 …,1
10641,kt 터진다 ㅋㅋㅋㅋㅋㅋㅋ ,1
598499,이거 치킨협회가 디도스 거는거 아님?,1
835747,오 실비,1
648940,화이팅하자,1
230943,캬,1
657792,88848,0
69299,간만에 와꾸좋은 신인이네 요즘나오는 시민들 다 안경쓴빵셔틀 와꾸던뎈ㅋㅋㅋㅋ,1
405391,ㄷㄷ,1
109478,나 티원팬인데 1557기록 수치스럽다 쪽팔린줄 알아야지,1
1626,100%ㄷㄷ,1
613625,LCK호랑이 젠지 그만 욕하세요 LCK 1위팀입니다 존중하세요,1
914629,젠지 백픽 조졌누,1
436767,대 우 스,1
325520,구 리 ㄷㄷㄷㄷㄷㄷㄷ,1
963195,무조건 젠지가 이긴다!,1
844902,아 두번째도 있구나,1
513416,우린 누워야한다 선언ㅋㅋㅋ,1
809156,클템 죽는다 ㅋㅋ,1
264066,쵸비야 미드는 이렇게하는거란다^^ 페이커 발가락도 못따라오는 그 실력이 니한계야^^ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
4465,애111디 왜 안 쳐지냐고,1
621374,아아앙,1
454360,1시간 가자,1
221544,역시 광똥프릭스!! 노답ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
943327,진짜 1패가 젠지라닠ㅋㅋㅋ,1
703860,젠지전 경기력보면 지금폼 한화가 최큼 나은것 같긴한데… 그래도 비슷비슷해서 어찌될지 모름 ㅋ ,1
93993,용준님 말좀 그만 더듬으세요 ㅡㅡ,1
204536,언제하나???,1
117989,ㄷㄷ,1
972537,고소 드립 치자마자 88848 도배하네 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
799482,이게 뭔 ㅋㅋ,1
130926,이미 게임이 많이 갔지.아무리.스몰더라도 ㅋㅋㅋㅋㅋㅋㅋ,1
499899,쇼메이커 뭐 할게없네 ㅋㅋ,1
961668,워워,1
243675,T1 화이티ㅣㅇ!!!,1
877150,기드온 <<<<< 구원인데 나머지가 다 역배라 정글 하나 똥싸도 ㄱㅊ음,1
933368,ㅇㅅㄲㅅ,1
558846,돌아왔구나... 엔비,1
500189,씨맥보소,1
954648,럼자오자레 이건좀 긁히는데.. 88848은 안긁히니까 하지마라,0
822763,페펙트가 900원 기프트해서 큰일남,1
931558,안딜 치매베릴 행동,1
839159,케리아는 먹방 탐켄치로 다 찢더만 피터는...,1
491263,엄앵란,1
330429,?,1
117088,걍 체급에서 밀림,1
369501,미드골드는 솔직히 제우스 몰아주고있잖냐..,1
158047,해설이 녹화임,1
170429,1557,0
707810,오ㅓ 난타전 지린다 ㅋㅋㅋㅋㅋ,1
166047,태윤행동,1
622085,대 상 혁,1
484619,세나는 애초에 cs를 노틸한테 양보하는데 세나 억까하는 애들은 티어 어디임 ㅋㅋㅋ,1
792367,씸플하게 광동보다 한화가 더 잘해서 이렇게 되는 거.. 광동 선수들이 라인전 이후 페이즈에서 게임을 제대로 할 줄을 모름,1
914181,우디르 누가잡누,1
775409,ㅇㅅㄴㅅ,1
392098,88848,0
782759,무관쓸기 역시 대황비 웃음까지 챙기시네,1
635061,던짐?,1
508397,희생은켈황ㅋㅋ,1
284642,존잼이다 ㅋㅋㅋㅋㅋ,1
89912,ㅋㅋ아 저걸,1
636334,3판다 대상 혁 캐리네 ㅋㅋ,1
187387,정몽규가 잘못했네,1
893115,drx 뭐냐 돈 안썻네,1
233869,맨날져 젠지만 만나면,1
819883,진짜 너무 잔인하다,1
945649,와...,1
528917,아트님 템이?,1
221192,88848,0
541616,에이 19분 뭐야,1
666977,ㅇㅅㅇ,1
825592,클로저보다 티어 낮으면 아닥하고 봤으면 좋겠네요들,1
586110,아이슬란드에서 왔는데 환불은 안 되냐,1
32389,'국가권력' 스몰더,1
536724,아니 3경기보기싫은데..,1
786776,제르키??,1
345947,아지르 어디쳐가냐 ㅋㅋ,1
668044,낀낀이형 화이팅 !!,1
546508,월드 파엠..,1
380740,스몰더 잡아 키우면 안된다,1
638566,대 상 혁,1
998378,존나스트롱 ㄷ ㄷ ,1
677557,Drx는 정글이없음?ㅋㅋ,1
327791,아니 제우스..,1
716332,슼마갤 여러분들 제발 우리 용준이형은 묻지 말아주세요 ㅠㅠ 제 어린시절 김대중 자서전을 선물하여 위기에서 벗어나게 해주신 분입니다 한번만 용서해주세요ㅜㅜ,1
133432,잼있게싸우네 ㅋ,1
276444,아 왜 5꽉이야!!!,1
666533,디알엑스,1
542406,:black_heartblack_heart:,1
540145,똥포트 컷!,1
990430,쇼 상 혁,1
347977,zzzzzzzzzzzzz,1
745246,대상혁,1
327454,와 이걸이긴다고?,1
493857,대 선 생,1
172535,어케했노,1
926700,페이커는 어쩌다가 이렇게 개 쳐망해버린거냐,1
746543,빅 딕 대디,1
809852,황민우 손모가지 놰놔!!!!!,1
767216,이야 리핸즈,1
864623,자르반을 도대체 왜한거야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
81234,1557좀 그만 언급하세요 지겨워요,1
693025,2ㄷ0 젠지승 유출됨,1
455213,해설 클템없으면 ㄹㅇ 개맛없다,1
246478,ㅈㅈ,1
773281,88848,0
174761,ㄴㅇㅈ,1
35774,님들 페이커는 버스타서 월즈우승4회 먹었는데 세최미라고 불리는 쵸비는 왜 5년동안 운이 없어서 88848 무관인가요..?(진짜 모름),1
406714,skt. 화이팅,1
889729,대 대 대,1
601990,ㄱㅇㅇ,1
810987,감동란,1
493901,88848 ㄷㄷ,0
40445,아 ,1
305320,세체미끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
631826,채팅 개 저급하네 ,1
911397,그웬이랑 호응하면 다 쓰는데 ㄲㅂ,1
334589,아 취케팅 잡앗다 개꿀 ㅋㅋ,1
500824,걍 씨맥전술이 개사기임,1
690129,근데 그러면 티원팬들도 똑같이 하는디 뭔 ㅋㅋ,1
159411,그럼2세트는 몇대몇인데,1
412855,신드라 스킨 이름 뭔가요?,1
921732,이니시가 부족하진않지 ㅋㅋㅋㅋ,1
273470,5세트는 블라인드 픽인가요?,1
554824,불 알,1
691397,제우스 폼 미쳤다 ㄷㄷㄷㄷㄷ,1
289442,지우우우우유융ㅇ,1
974296,역시패배는켈황ㅋㅋ,1
34576,ㄹㅋㅋㅋㅋㅋ,1
363518,퀸은 칸처럼 할꺼 아니면 구린듯,1
134289,노틸,1
753279,두두 ,1
487477,와,1
98396,역체폿 케리아,1
892239,1군경기 가즈야,1
51702,;;,1
120238,제우스 카운터 도란 맞다니까 ㅋㅋㅋ,1
926899,오너가 진짜 너무 못함,1
737687,지읏바압 대전,1
859330,바론 스틸 겁나 당하고 멘탈 나갔네..,1
774232,깍두기 인사 ㄷㄷ,1
476048,근접은 다 잘하는 미드ㅋㅋ,1
956681,Pog 6대 6이면 어찌됨??,1
35303,??,1
71120,이게 파이크 킬?,1
392072,에이 말도안되 중꺾마 또 하려구?,1
224432,불 꺼졌네..,1
429368,굿바이 태윤,1
57656,88848 계속할시 젠지 법무부에 캡쳐해서 전달합니다 그만하세요,1
315390,정글빼고 다 개못하는데,0
888284,아니 뭔 시비르 e를 저떠 써,1
55372,에이밍이 말 많은거 처음 알았음ㅋㅋ,1
363636,드래곤X,1
962004,든 니,1
106002,피머니 ㅈㄴ웃기네 ㅋㅋㅋ,1
385977,t1 스크림 으로 강해졌다며 ,1
90339,젠3,1
364143,핫생ㅅ혹,1
999120,대황켈린 울프 따라잡자,1
945847,루시드 ㅈ제발 좀 ㅋㅋㅋㅋ,1
712153,티원 경기는 대체 몇시에 시작한단거야 ㅋㅋ,1
923734,와 어떻게 맨날지냐,1
16033,888룰8,0
612187,럼블은 제우스 두두만하자,1
315819,국대 주전vs 결승전에 나오지도 못한 서브,1
941340,잼시드 왜 자꾸 이니시를 거냐;;,1
663408,.,1
548623,ㅈㄴ 못했는데,1
194153,GOAT 쵸비,1
282269,익룡~~~,1
165767,어후,1
371780,88848,0
48767,암어파열~,1
139999,21ㄷ8 티원 승입니다,1
580316,와 맛있겠다 ,1
571267,피넛한텐 바이 주는거 아닌데... 딜라이트한텐 라칸 주는거 아닌데.. 한화 상대 공식 밴픽을 모르나?,1
959200,계란론 지우,1
496774,오늘 광동 재밋네 ㅋㅋ,1
211704,이와중에 젠지전 하이라이트 올리는거 보소 ㅋㅋㅋㅋㅋ 그게 중요하냐? 생방 서버나 점검해 ㅉㅉㅉㅉㅉ,1
209584,티원이 5시에 겜했어야햇는데 아 스케줄 진짜,1
325869,옵저버 센스 좋네 ㅋㅋㅋㅋㅋ,1
467908,1.9 ???ㅍ,0
442775,젠지팬님들 ㅠㅠㅠ 채팅창 더럽히지 말아주시고 ㄲㅈ 주세요 ㅠㅠㅠㅠ,0
168959,해설들 POG 주자,1
958309,피머니ㅠㅠ,1
995921,기프트,1
725754,오너VS퍼펙트,1
418371,켈황,1
233890,제우스 저격으로 트페베인벤하면 젠지승이긴함,1
114732,오야지 !!!!!!!,1
15381,걍 티원젠지 서로 붙는 거 아니면 그나마 광동이였는데 그거 아니니까 개노잼;;;,1
404525,대 승 민,1
505722,켈황 드립 너무 웃겨 ㅜㅜㅜ ㅋㅋㅋㅋㅋ,1
870945,페하하하,1
372284,서커스 on 수ㅣ 발 ㅠㅠㅠ,1
20730,벨류픽으로 초반부터 패는거 맛들렷네,1
528991,줄건줘,1
611332,?,1
826322,솔직히 브리온 vs 피어엑스는 오바긴하잖아,1
124227,나이슼 ㅋㅋㅋ,1
13474,루시안..?,1
507909,뭔 조합이 저러냐 젠지 망햇노,1
47221,농심 잘한다 이제,1
295861,프로는 다르다,1
316587,캬,1
11299,너무 원사이드하네,1
529191,기인 개잘한다 진짜,1
711971,스킨의 주인이긴 하네;;,1
547037,불꽃먹으면 잠깐 이속증가,1
263277,쵸비 또 빡쳤다ㅋㅋㅋ,1
283514,ㅈㅈ,1
37567,캐니언 ㅋㅋㅋㅋㅋ,1
166671,브로 감사합니다 딮기팬 일동,1
148600,대 황 킅 !,1
446616,정글펫 트롤이네 ㄷㄷ,1
691699,제우스 POg임,1
995297,오더 보소 캬,1
572129,그럼그렇지 너넨 져라 ,1
282133,기인 누가 죽이냐,1
56947,88848하는애들은 진짜 하늘이 도와주기라도 함? 고소가 안무섭나보네 너네 진짜 세상 무서운줄 모르지? 88848 그만하라고 나 지금 전부다 캡처중이야^^,1
855257,비디디 왜 노스킨 페이커 따라함 ??,1
366804,유튜브,1
25658,와 유관중이네,1
742094,:face-green-smiling:,1
260284,캬,1
870968,zz,1
139938,왕자님1!!,1
401744,ufc 뒷점멸 미들급 챔피언!!!!,1
65151,88이 빙의술 멈춰!! 8강딱 할거같단말이야,0
809539,신발 파는거 진짜 에반데,1
74513,태윤이 문제엿네,1
989907,렉사이는 숙련도가 안되나본데,1
627704,그랩은 켈황 ㅋㅋ,1
375984,ㅋㅋ티원꼬시다,1
327047,오너가 아니라 우스골카실수가,1
152466,찐따림들 그만~,0
173079,칼리잇는 쪽 바론 뺏는걸 누가 예측하냐고 ㅋㅋ,1
457765,이걸 한화생명이 이긴네,1
554376,뭐라고? 럼자오자레?????,1
499836,DK ~~ 따운!,1
501457,뭔 주인공이 캐쇼야 ㅋㅋ 에이밍 리핸즈 구만 ㅋㅋㅋ,1
67633,오,1
446678,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ캬 스트라이크,1
625883,잼구나이트,1
282741,신은수 게이다,1
96222,mvp 진짜 누구 줄지 모르겠네 애매하다,1
703274,제이스 qe 어따쏘냐 ㅋㅋ,1
622533,아 진짜 디도스때문에,1
706217,goodbye gen g..,1
592145,dk = 동부기아??,1
876076,아아.. 지우는 '진짜,1
77820,왠지 바텀 개 터질듯,1
410726,젠지팬들은 중국의 영토 무결성을 지지합니다.,0
651071,라스칼도 두두한테 솔킬따이는 시대가왔네,1
814212,캬,1
916243,?,1
20344,페이즈 거품이긴 하네 확실히,1
158420,ㅋㅋㅋㅋ,1
842288,응원하고싶은남자 쇼메이커,1
591026,'빅게임',1
325579,제리 잘뺏어왔네 ㅋㅋ 바이퍼 제리 없으니까 힘없노,1
830908,좋아 광동!!!! 3꽉 가자,1
339792,세나 밴 왜 안했던거임?ㅋㅋ,1
380272,딜량 미쳤네..,1
249358,경기 맛있다...!,1
716239,ㅠㅠㅠㅠㅠㅠ,1
445055,숭배하라,1
198879,클로져같은데,1
251792,ㅇㅅㅇ,1
521383,메이킹 메이커,1
41423,실비 그냥 마오같은거나하지ㅋㅋ바이는 무슨ㅋㅋ,1
694046,포탑 치는 거 개웃기네 ㅋㅋㅋ,1
344669,5꽉 가즈아,1
890422,쇼메도 개못하는데 뭔 원맨팀임ㅋㅋ,0
627246,오너 요즘 왜그래...???ㅠㅠㅠㅠ,1
806289,대황겐,1
901818,젠지 짜요!,0
211955,1세트도 취소하고 다시 할듯 픽만 그대로하고,1
410546,놔줘 다음판가자,1
540649,밥을 잘사준다고? ㄷㄷ,1
967540,서부의 꼬리를 누가할지가 궁금하네,1
809030,ㅋㅋㅋㅋㅋ,1
922258,아니 쵸오오오오오오외!!!,1
829961,ㄱㅇㅇ,1
733550,와,1
81538,배혜지 어디감 ?,1
911217,대 상 혁,1
857186,4천차 뭔데,1
683548,아니 4:3이어도 상대 컨디션 구린데 뭐라도 좀 해라,1
496052,개 상 혁,1
864929,스프링 섬머 윈터 이렇게 총 3번 함 ? 가을 무시하네 개잡종들,1
871887,커재앙 수준에도 약팀에 가면 원장롤이 되는구나 ㅋㅋㅋ,1
556692,이거 커즈 e플이 다한거같은데,1
398763,필생즉사 필사즉생,1
292656,방송사고급이네 ㅋㅋ,1
410423,이거 롤드컵이에요??,1
565134,굿바이 태윤,1
150124,와드 ㅋㅋ,1
245604,대상혁ㅋㅋㅋㅋ,1
715219,애국 비디디,1
110123,심리전 ㄷㄷ,1
248092,게임수준 미쳤네,1
802727,힐만 빨리줬어도 데려갔겠네 점화이후에 쳐주냐,1
695553,어차피 누구든 징동한테 발림ㅋㅋ,1
51313,"쵸비와 페이커 둘중 누가 세최미지? gpt: 페이커와 쵸비는 모두 우수한 리그 오브 레전드 플레이어이지만, 개인적으로 페이커가 더욱 뛰어나다고 생각합니다. 페이커는 전설적인 플레이어로서 그의 게임 지식, 기술, 전략적인 플레이는 게임 역사에 큰 영향을 미쳤습니다.",1
554950,오너 왜케 말투 정치인같노ㅋㅋ스피치학원 다님?,1
148085,지워지는거 개웃기네,1
186115,티원 화이팅 오늘 티원경기에는 렉안걸리길,1
283072,아 진짜 ~,1
576261,모두 잠수준비,1
213676,아니 단식 세나 아직도 모르는 애들이 있네,1
401468,왜 제리 유미의 cs가 더 높지?,1
943423,대 상 혁,1
186786,압도???,1
793121,드븐 도끼가 없는거같냐,1
276936,아 제발 방심하지말자 티원 해줘,1
137622,생방이네 관중없네,1
427641,농심은 농심이 아니라 팀 태윤이니?,1
121953,티원이겨라,1
405510,헉,1
225098,건부 세주로 뭔 리신마냥 신출귀몰하냐,1
185650,빅게임선언,1
289448,용준좌 까는 애들은 진짜 어린애들 일듯,1
626427,ㅇㅅㅇ,1
52547,또 펜타 ㅋㅋㅋㅋ,1
425606,커즈는 진짜 꿀 영입이다,1
20578,88848,0
10170,어우 노잼경기 언제 끝나냐 ㅋㅋ,1
657339,"팀자체는 약팀일수가없는데 어쩌다 동부가됐지,,,",1
463897,?,1
148508,어 대퍼는 안 된다..,1
435887,"구마유시는 오늘도 게임이,,,",1
326490,페이커가 다함 ㄹㅇ,1
719579,ㄷㅁㄱㅈㅁ!!!,1
480509,커즈 ㅈㄱㅊㅇ,1
413593,캐니언 오늘지면 현타 오질듯,1
892856,오프닝 꽤 느낌있게 했네,1
225871,정보 젠지는 1등팀이다,1
629620,아니 베인 때문에 산테도 녹아버리네,1
514219,루시드가 칼부에 Q 쓰지말고 럼블한테 썼어야했음,1
391836,1557어떻게나온거임진짜?,1
909295,도란보다는 잘함ㅋㅋ,1
368380,??????,1
404722,듀렉이 더 걱정,1
504589,세나 CS 진짜 못먹네 저러고 프로 어케한다는거임?,1
161746,ㅋ,1
663346,쵸비는 아지르도 못하고 흐웨이도 못하고 카르마도 못하고 오리아나도 못해서 blg 한테 발리고 역시 대상혁 ^^,1
137015,야 기분좋다,1
236963,대 황 비,1
973717,따봉 ㄷㄷ,1
946093,대포끝까지태우냐,1
389868,롤하는애들 와꾸 실화냐,1
104720,브리온 오늘 해체함?,1
214487,ㅇㅅ,1
202221,아 젠첩이 젠지경기 끝났다고 바로 일시젠지 걸었네,0
344999,/응원,1
218234,벌써 ㅁㄷㅊㅇ 난다,1
551611,그나마 젠지라니 ㅋㅋ 젠지는 티원을 이겼는데 ㅋㅋ,0
994915,오 눈나,1
16600,뒤로 쓰면 사는거 아님?,1
736041,888사8~~~,0
263351,dd,1
266356,루시안 석방,1
246156,조나 예측 젠지3ㄷ0,1
108292,니들이 페이컬 아냐,1
299891,/오너화면,1
913490,대 상 혁,1
762889,ㅁㄷㅊㅇ때문에 젠지가 이길거같다,1
418903,캬,1
797498,ㅅㅇ,1
741574,엑설런트 살살 녹네 맛있긴해,1
115271,사이온 서폿이네,1
788630,아지르 머하냐고,1
449613,농심 잘햇음,1
316141,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 리신 뭐임,1
580880,우정잉 ㄷㄷ,1
4519,시종팀 ㅉㅉ,1
543164,오우,1
248551,와 무슨게임이냐 ㅋㅋㅋ,1
797830,클템 방송하는데?ㅋㅋㅋㅋㅋ,1
527286,빅게임의 황겐 빅게임에 기인,1
463064,뭐지 봇인가,1
782619,ㅠ,1
868353,카리스 킬값좀,1
707062,이게다 페이커가 생각없이 디도스범 도발해서 이렇게 된거 아님? 리그에 피해 오지게 주네 ㅉㅉ,1
527956,명승부다,1
329636,소살갈,1
428999,이니시가 없는데 뭘 빨리 끝내란거야 트런들로 이니시거냐 니들은?,1
537148,세텝 페이커 같다,1
7334,이번판은 1557 기대해도됨?,0
542805,빨리좀 시작해라,1
272660,카직스 개웃기네 ㅋㅋㅋ,1
778592,그냥 안봐야지,1
5479,움직이질 못하네 ㅋㅋㅋ,1
578516,아니 이미 게임 터졌는데 처음부터 시작하는건 아니지….,1
51170,딮기 콜이 ㅋㅋ,1
355873,두두의 레넥톤은 뭔가 다르다...,1
293400,역시 그 긴거,1
40775,정글차이 뭐냐,1
938724,대황너,1
476802,저격밴 ㅅㅅ,1
389589,슈발 = 슈퍼 발키리,1
33785,777 ㅋㅋㅋㅋ,1
252181,대상혁,1
730152,앗,1
939774,쟨 탈리야 할때마다 못하는데 왜항상 탈리야하고있냐ㅋㅋ,1
189816,1557이 뭔가요? 서렌이라도 친거임?,0
192917,디도스 공격!!,1
91316,대 상 혁,1
936287,나도 쇼메같은 얼굴로 1년만 살아보고싶다,1
509898,저녁으로 꽃등심을 먹을까 물에 밥 말아 먹을까,1
377088,졌잘싸 티원,1
870466,쉿.,1
876173,3꽉 가나 오늘도 12시 넘어서 끝나겠네,1
499985,두두!,1
803797,터졋네ㅋ,1
390926,KT가 이길듯,1
855928,그 선수는 제발 쇼메 캡스 스카웃 샤오후 루키 폰부터 넘고와라 ,1
317135,5년째 무관이면 항상 있던 사람이 범인 아닐까?,1
103769,브리온 강등,1
252753,티원 졋네 벤픽에서,1
613631,애잔하다 선수들은 억대 연봉 받으면서 커리어 쌓아가는데 분탕러들은 ㅇㅅㅇㅋㅋ,1
5401,t1승,1
903675,zzzzzzzzzzz,1
620764,빠른별 ㄷㄷ,1
227698,그래서 이겼냐고~~~~,1
537049,MB를잡으면 ㄷㄷ,1
767072,내일 기인은 전우협에게 살해당할 예정,1
384251,엄 카,1
276173,젠지는.어떻게 강팀이 되었나,1
598574,롤 관계자들 욕하지 말아주세요. 관계자 가족들도 보고계십니다. 님들은 살면서 돌발상항이 없었나요? ,1
74537,불이야!!,1
796591,광동 바텀은 좀 심각하긴하다 ㄹㅇ,1
129772,캬파파,1
499930,진짜 역대급이네.. 이정도로 개털릴줄은 몰랐다,1
901650,가즈아,1
760334,근데 퀀텀은 다시 보지 말자. ,1
254717,아 렉사이 개사기네,1
410310,크 ㅋㅋㅋㅋㅋ 같이집찍는거좋다,1
831632,대 황 디 디,1
482970,e,1
991552,깨면 라인밀려서 경험치손해,1
881482,자 2군 가보자~~,1
996297,ㅁㅍ,1
711587,챔프 정신나갔누ㅋㅋㅋ,1
423166,피터 졸귀다 진심ㅋㅋ,1
569471,코코 코치임,1
464276,모르건! 오더 보소!,1
273946,오너는 저게 맞아,1
956245,오르키,1
603628,롤드컵 4회 우승 + 1557 < 88848,0
158364,노틸 좋다,1
279824,t1이 우승함,1
891953,88848 럼자오자레 영토의 중립성 LPL 5시드 젠찌엔 화이팅!!!!!!!!!,0
683426,왜이래 자꾸 저번부터?,1
402510,자바푸라푸치노,1
97867,팔팔팔사팔들,0
745699,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 티원이 근본 없다는 소리는 진짜 개소리다 ㅋㅋ,1
172501,칼리트타마온데 뺏긴다고?,1
870782,'오늘도',1
378118,건부 되게 행복해보이면 그걸로 됐어..,1
760299,개 상혁 ㄷㄷㄷㄷ,1
489820,젠지는 kt가 잡는다,1
506520,머해,1
211165,피즈 대체 왜 하는거임??,1
716892,남산젠까스 남산젠까스 888룰8 럼자오자레 LPL5번시드 디도스 근원 다이후앙젠!!!!!!!!,0
773928,젠지끼리 붙는것같냐 뭔가,1
620271,이야공 빵끗 ㅋㅋㅋ,1
924230,갑자기 ㅈㄴ 게임이 ㅋㅋㅋㅋ,1
257965,5꽉 가즈아,1
573531,이직빵 ㅋㅋ,1
390925,비디디가 안해줘도 표데베가 해주는 KT,1
259670,물ㅋ,1
336710,베인?,1
88791,카리스는 오리아나 요네 시켜야돼 라인전이라도 무난하게 가야지 뭐가 된다,1
406680,담원은 켈린 때문에 안된다,1
270294,메뚜기월드 ㄷㄷ,1
375492,젠지는 왜 국제전 못할까?,0
589871,머임 하기로한거임?,1
884899,구원이는 억울하다.. ,1
442850,분데임?,1
780046,탑상혁의 제이스 ㅋㅋㅋㅋㅋㅋㅋㅋ 고전파 수준이라 냅두면 이김 ㅋㅋㅋ 젠지가이겼다 고전파 수준이면 밥임,1
908143,짜요,0
72726,태윤 어디감?,1
201320,오,1
143072,신인이슈,1
545009,라칸 궁 없음?,1
765225,무관귀신 ㄷㄷㄷㄷㄷ,1
77140,애기 카르마벤인가,1
619654,킹시드,1
733989,둘이 왜그래 미치겠네,1
14288,여긴 ㅇㅅㅇ 치는 사람없어서 보기 편하네. ㅎㅎㅎ,1
221056,이게 광동임?? 서부에 있을만한 경기력이네,1
245411,?,1
295782,팀 160이 진다해도 손해는없지 엠비션 제외하면 롤 별로안하는 애들인데 ㅋㅋㅋ나이도있고,1
441911,져요? 응 더위사냥,1
554007,아 포탑딜씹을려다가 존야쓴거구나,1
924914,젠지화이팅,1
657569,ㅇㅅㅇ,1
763500,페이커 담당일진 두팀이 싸우네 ㅋㅋ,1
668183,정글노틸 시즌2아닌가 ㅋㅋㅋ,1
244486,대상혁,1
194751,하 동부행동,1
421731,GG,1
526326,점멸 없네,1
462574,카리스 또너야?,1
335710,아 분석데스크 안했으면 좋겠다,1
832762,"""대 상 혁""",1
421233,이제 못이죽거리겟네 ㅋㅋ,1
245554,저게 막히네,1
801108,아트먼저 잡았어야는거 아냐,1
521228,와 젠지 이걸또막나,1
707257,ㅋㅋㅋㅋㅋ,1
188588,뽀삐 나오나?,1
231527,아니 왤케 감정적이여 ㅋㅋㅋㅋ 뇌절,1
809198,머리 하루종일 만지고있노,1
64455,ㅈㄴ빠르네 ㅋㅋㅋㅋㅋ,1
378127,롤드컵 4강을 말하는 애들이 뭔 말을 못하겠어,1
734262,?,1
948768,버퍼?,1
180042,역시 3표는 켈황ㅋㅋㅋㅋㅋ,1
637809,젠뚜기들도 월즈가면 또 닦일꺼 아니까 벌허부터 저러는거임 ㅋㅋㅋ,1
912317,3판2선,1
559164,지우야…,1
655434,ㅋㅋㅋㅋㅋ진짜 컨셉이길 빈다 단식세나 모르는건,1
560590,브리온 1승만 주자,1
318386,병장 김정균,1
162856,광동 3세트 개쳐발림~,1
849046,:face-blue-wide-eyesface-orange-biting-nails::hand-orange-covering-eyes:,1
150248,라스트댄슨데 걍 봐주자 얘들아,1
995966,빅게임ㄷ,1
888643,제우스!!,1
931531,제두기,1
51526,디플조합이 왜저러냐,1
504502,딮기식 줄건줘,1
874082,불독 대상혁궁썼노,1
580003,ㅇㅅㅇ,1
95125,카르마 진짜,1
211054,외우겠네 외우겠어,1
140577,황마유시ㄷㄷㄷㄷ\,1
337040,티쪽이,1
646107,도사님 감사합니다...,1
73038,이거 광동이 신나서 던지지만 않으면 이긴다,1
12956,팔협지 또 너야?,1
445208,티원 힘내!,1
374363, 대 도 캐니언 ㅅㅅㅅㅅㅅㅅ,1
135490,??,1
755097,예전에 바텀에서 가렌유미 나오지 않았었나 ?,1
434495,케리아 cs 다뺏어먹노,1
476641,대 황 커 즈 존나멋있다,0
498406,"음료를 팔아? ""빅게임""",1
480816,태윤은 스크림에서 뭘 하고 다닌거냐?,1
856738,응dd,1
293334,혜지누나 엘시케이 보물이다 수빈누나랑,1
863988,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 점멸 ㅋㅋㅋㅋ 개웃기네,1
272937,ㅁㄷㅊㅇ,1
288415,ㅊㅊ,1
505013,대시드,1
610679,ㅋㅋㅋㅋ,1
451952,실시간 검열 ㄹㅈㄷ ㅋㅋ,1
