,message,label
262,오너화면같은게 있겠냐고 ㅋㅋㅋㅋ,1
263,가붕아,1
264,ㅋㅋㅋ 시부레 3대0 아니여서 정말 깊은감사ㅎ,0
265,비디디 플예측,1
266,피어엑스 존잘남 윌러아님?,1
267,ㅇㅅㅇ,1
268,할줄아냐,1
269,젠서운 이야기: 그 팀 팬들 지능은 스크래치 있는 롤스로이스 팬텀 vs 전재산 쳐바른 풀 튜닝 과학5호기 중에 고르라면 과학 5호기를 고른다.,0
270,이런 젠지한테 티원은 그럼 진짜 뭐가되냐 ??,1
271,구마유시 머리 크긴 진짜 크다 ㅋㅋㅋ,1
272,기프트 ㅋㅋ,1
273,베릴이지,1
274,헉,1
275,녹방 아니잔아 ㅋㅋㅋㅋ,1
276,대상혁,1
277,어차피 개발릴거면서 고민하는척 오지네,1
278,탈리야 스킬이 아니었어?!,1
279,대대대대ㅐㅐㅐㅐㅐㅐ상혁,1
280,밴픽그냥 개맛없네,1
281,광고만 하노,1
282,대우스,1
283,뉴 네오 신 빅 영 크레이지 디 플러스 기아 화이팅~!,1
284,또?,1
285,지금부터 1557 하시는분들 전부 신고하겠습니다 선처는 없습니다^^,0
286,제우스 텔찍지,1
287,끝까지 의심해!!!!!!,1
288,끝 까 지 의 심 해,1
289,LCK vs LPL?,1
290,대상혁,1
291,대 펙 트,1
292,????,1
293,커즈가 진짜 잘하네 왜케 잘하지?,1
294,두황,1
295,아악 내눈,1
296,어케했노,1
297,티원 분석 완료 ㅋㅋㅋㅋ,1
298,캬,1
299,ㅋㅋㅋ,1
300,집게리아ㅈㅈ,1
301,ㅋㅋㅋㅋㅋ,1
302,기인의 저주인가..,1
303,카르마는 대상혁이 제일 잘함(개같이 농심에게 따이며),1
304,세나 cs 뭐냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
305,응원구호는 진짜 없애라,1
306,잘했다,1
307,시청자수 꼬라지봐라ㅉㅉ 쵸비없었음 lck는 진작 망했을듯... 쵸비경기는 시청자수 기본 10만인데 쵸비는 확실히 한달연봉 100억값하는거 같음 페이커와 다르게,0
308,엄넛 ㅋㅋ,1
309,그날은 태윤이였다 슼경기는,1
310,콜미줘야지 콜미가 깨웟는데ㅋㅋㅋ,1
311,우디르 템가지고 뭐라하는 사람들은 진짜 우디르 모르는 사람들임 ㅋㅋ,1
312,kt는 거품이 아니라 애초에 고평가 한 사람이 롤알못임ㅋㅋ,0
313,커즈뽀삐가 더 나은거 같은데,1
314,티원 <<<<<<<< 젠지 ㅠㅡㅠ,1
315,루시드움직임 뭐냐 ㄹㅇ;;;,1
316,킅누나들 승,1
317,롤도사 ㄷㄷ,1
318,D가문 ㅋㅋ,1
319,ㅈㅈ,1
320,베인이 저게 되네 ㄷㄷㄷ,1
321,캬ㅑㅑ 지렸다,1
322,나르딜1등,1
323,베릴 탑으로 ㅂ포변함?,1
324,젊다 젊어,1
325,페이즈는 진짜 ㅋㅋ,1
326,둘다 처 드러누워버리니까 재미가 ㅈㄴ없노..,0
327,엄,1
328,걍 개발리네,1
329,ㅋㅋ,1
330,하체에 불지른거지,1
331,도사는 무슨 ㅋㅋ,1
332,팀 다크 ㅋㅋㅋㅋㅋ 전설의,1
333,"밴픽 과정에서 실수 있었던거 같던데 씨맥이 파이크 픽 나오고 입 모양이 ""미안"" 이라고 한게 보였음",1
334,월!광!포!화!!,1
335,선수들은 서로 누군지 암?,1
336,이게 쇼메지,1
337,대리아 혜지 시키지마라,1
338,끝났네,1
339,존나못해,0
340,아지르는 왜 부재라고 하나요?,1
341,조작,1
342,에이밍 스태틱 구매 ㄷㄷ,1
343,함예진 어디감?,1
344,에이밍 개커엽네,1
345,저거 서폿 맞음?,1
346,대상혁,1
347,피넛 진짜 뒤지게 못하네,0
348,케찹 ㅋㅋㅋㅋ,1
349,우리가 뭐라 할수있는 실력이 아니야 ,1
350,v11ㄱㅅㄱㅅ,1
351,LPL 따운~,1
352,어떤팀이 유충 얼마나 먹었는지는 안보여줌?,1
353,ㄹㅇ ㅈㅂ대전 아니냐 ㅋㅋ,0
354,피넛 - 강타 준비됨,1
355,의도아니네 ㅋㅋ,1
356,아 진짜 나도 40분 날렸다,1
357,앙 귀모리,1
358,내일 스프링에서 이것보다 더 접전이 나올 수 있을까? 란 생각이 드는 경기였다..,1
359,??,1
360,아트 ㅈㄴ 쎄네,0
361,디도스만 아니였어도,1
362,대 우 스,1
363,뭐함?,1
364,코르키 진짜 궁 6발 연속 못맞추는거 말이되냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
365,대준식,1
366,한국인이 한국팀 응원하는건데 뭐 문제있나?,1
367,대 동 빈,1
368,겜 재밌네 ㅋㅋㅋㅋㅋ,1
369,????,1
370,1557?,0
371,몇번째 퍼즈임?,1
372,너네재능있어,1
373,역시 먹방은 켈 황,1
374,또 돌고돌아 젠지 티원이네 결승 확정 ㅈㅈ,1
375,제카가 메이지챔 너무 못함,1
376,용가져와서 5분벌었음,1
377,88848 하지마세요 경고했습니다,1
378,티원한테쳐맞고 drx한테 화내네 ㅋㅋ,0
379,오늘은 불독 머리 안깠넹,1
380,와 키는 똑같은데 어깨가 다르네 ,1
381,으악,1
382,lck 망햇나요...,1
383,라칸 슈퍼플레이,1
384,레몬 디도스인가 뭔가 디도스가 그거임?,1
385,애기인데 긴장할수도있지,1
386,농심 진짜 못한다 ㅋㅋ,0
387,미드정글 차이가 좀 난다...,1
388,갈라치기 그만 좀 하고 걍 좀 쳐 봐라 모자란 것들아,0
389,누나 나죽어,1
390,그림같은 연계,1
391,팀 해체좀,1
392,녹방이라고,1
393,브론즈들 말 많네,1
394,딜라이트 코 [치킨] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃기네,1
395,^벤치^,0
396,욕그만..,1
397,잼지 7연승가겟네,1
398,알 누르면 된다 메모...,1
399,저걸 가는 호구 있냐?,1
400,와 쇼메 에이밍 안되네 ㅋㅋㅋㅋㅋ,1
401,역시 구마유시 해주는구나,1
402,ㅋㅋㅋㅋㅋㅋ,1
403,벤치혁 디도스혁 화이팅!!!!!!!!,0
404,결국 비디디가 해줘애해여,1
405,바텀은 이미 베릴이 하지않았음? 원딜이 최초지,1
406,와ㅁㅊ,1
407,대상혁ㅠㅠ,1
408,쇼메 오늘왜 저러냐,1
409,우틀안 할만하긴 해,1
410,구마 스펠 ㅋㅋㄹㅈㄷ,1
411,안딜은 킬 다 몰아쳐먹고 ㅈㄴ못하네,0
412,리혜지 좋앗다,1
413,역시 똥이밍 ㅋㅋㅋㅋㅋ,1
414,디도스,1
415,윤수빙,1
416,고벨류 눕롤 개노잼,1
417,코수빈 ㄷㄷ,1
418,역시 슼패는건 대황란ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
419,?,1
420,부장님 등장 두둥~!!,1
421,쩐찌 짜요!!!,0
422,다음판도 똑같아 (아님),1
423,저건 기본이잖아 저걸 지금 해명이라고 하는거냐?,1
424,엄,1
425,도란,1
426,못참았구나,1
427,가즈아ㅏㅏㅏㅏ,1
428,라이브 서버도 ㄱㅊ을듯 한뎅,1
429,1557은 맨날 하는거 가만 있으면서 88848은 왜 하면 안돼?,0
430,초반에 던져서 눈치보는듯 ㅋㅋㅋㅋ,1
431,베이가 더하지 ,1
432,솔랭zzzzz,1
433,ㅋㅋㅋㅋㅋㅋ,1
434,차라리 등장곡을 만들지,1
435,슼평ㅋㅋㅋ,0
436,현 시간브로 어쩌구저쩌구 찌엔찌엔,0
437,원사 다음이 준위,1
438,쵸비상!!!!,1
439,케티가 이김,1
440,대상혁,1
441,ㅋㅋ,1
442,팀에 제우스 오너 케리아 없으면 아지르 하지 말라고 ㅋㅋㅋㅋㅋ,1
443,88848,0
444,젠지 조합이 걍 더 좋네,1
445,왜 아지르 안잡아?,1
446,불이 받을거같누,1
447,이야 래퍼드 오랜만에 본다 ㅠㅠ 복갈량 ㅠㅠ,1
448,제우스랑 오너가다해주네 ㅋㅋㅋㅋ 개상혁 버스진짜 ㅋㅋㅋㅋㅋ,1
449,(나는 왜..),1
450,울하,1
451,버그겜,1
452,드릉드릉 썻다고 디도스범들 빡쳤네,1
453,드래이븐 힘좋네 도끼 어디까지 던지누,1
454,기인한테 크산테줘>ㅋㅋㅋㅋ,1
455,2라운드는 역시 켈황,1
456,ㅍㅇㄹ,1
457,와 디플이김?ㅋㅋㅋㅋㅋ,1
458,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ출연자 나락 ㅋㅋㅋㅋ,1
459,쵸비 = 뎅겅파 페이커=비뎅겅파,1
460,무관행동,1
461,한번 봐드릴게요 이러고있네ㅋㅋㅋ,1
462,이마에 땀임?,1
463,혀에 꿀발랏나 ㅋㅋㅋㅋ,1
464,1557,0
465,주인장 여기 19금 걸어야 할듯요...,1
466,해줘,1
467,아아 망했어요,1
468,미드 ap우디르 보여줘,1
469,모건지리네,1
470,여기선 애쉬 벤 안하네요 ㅋㅋ,1
471,광동은 대체뭐냐,1
472,88848,0
473,도란. 압수수색하라.,1
474,와,1
475,표식이 유관력 미쳤다,1
476,여전하네 클로저ㅋ,1
477,유종의 비 라고 해주세요,1
478,오너 여자친구땜에 고소당함,1
479,루시드?,1
480,^눈물샘촉촉^,1
481,바이퍼 저딴걸 저돈주고,0
482,노래좀별로임,1
483,ㅋㅅㅋ,1
484,몰래카메라야?ㄷㄷ,1
485,ㅇㄱㄱㄷ,1
486,오너 미쳤네,1
487,브론즈겜ㅋㅋㅋ,1
488,다죽음,1
489,조합 dk가 좋아보이는데 요즘 lck가 바뀐건가,1
490,여기 왜 고지전 중임?,1
491,탑을 잠구는픽하고 탑에다 리소스퍼붓기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
492,광동 3세트끝까지 집중해서 ..파이팅 !!!,1
493,군대가라 애들아,1
494,그만 신내라 -> 제우스ㅋㅋㅋㅋ,1
495,태윤..,1
496,미드는 쵸비가 이겼네,1
497,짜요! 젠지! 짜요! LPL!,0
498,티원 나가고싶어서 일부러던지냐,1
499,든든은 맨날 말리는데 뭘,1
500,아지르 쵸비아지르네 ㅋㅋㅋㅋㅋ,1
501,킹겐보고 탑태윤이라 하지 마라 태윤은 고점 올라가면 떡상인데 킹겐은 그냥 지금 저점 개심한 떡락임,0
502,무생무치 ㅋㅋㅋㅋㅋㅋㅋ,1
503,확실히 티원팬이 채팅이 그러네,0
504,솔?,1
505,숭배밈 언제까지하냐 ㅋㅋ지겹다 지려워 사골 다 우려머곤,1
506,플옵막차는 피어엑스가 타겠네,1
507,쇼메가 4대미드중에서도 초반라인전 탑급인데 아칼리를 박아버리네,1
508,에이밍 혼자 어떻게 저렇게하냐,1
509,5꽉 가즈아,1
510,오늘 바텀 지린다,1
511,플옵 지면 탈락임?,1
512,저게사네,1
513,그팬이 역겹긴하거든요... 하는짓이랑 글쓰는거 ,0
514,넘귀엽다,1
515,혜지언니 더 예뻐졌다,1
516,ㅇㅅㅇ,1
517,???,1
518,개 상 혁,1
519,"젠지 리그우승말고 뭐있음? ㅋㅋ 젠지팬들 순위에 목매네 국제전 광탈하는 젠지팬들 맘아프겠네 리그에서만 우승해봐라 우물 안 개구리지 ㅋㅋㅋㅋㅋㅋㅋㅋ 이거보고 흥분해서 1557 ,T4쳐봐 니넨 중국인이고 888488 이니깐 ㅋㅋㅋ 불쌍하다 ㅋㅋㅋㅋㅋ 어떻게든 페이커 흉볼려고 그러고 니네 인생이나 잘살아라 ㅋ",0
520,쵸비 승률 100퍼 끊자~~,1
521,표식,1
522,바텀은 힘들어 보이는데,1
523,ㅇㅅㅇ만 보면 화가 치밀어올라요 제발 ㅇㅅㅇ치지 말아주세요,1
524,ㄷㄷㄷㅈ,1
525,광동 화이팅!!!!!,1
526,Taiwan No.1,1
527,역시 동부 경기,1
528,2라 애쉬 벤 확정ㅋㅋ,1
529,플레타 당첨,1
530,봇이 채팅을 지우는것 같네요? 뭐 때문이죠?,1
531,제발 사람들아 아는 숫자가 14578 밖에 없냐고....그만하자 ,0
532,아니 쇼메 케리아 피지컬이 저렇다고?,1
533,불독이 진짜 잘하네,1
534,목소리 ㅋㅋㅋㅋㅋ,1
535,재밌는걸보니 젠지가 졌네 졌어,1
536,"중국 영토의 무결성이란? 대만, 위구르, 홍콩 폭력 탄압의 기초이며 민주주의 국가 대만을 불법영토점거 폭도로 규정짓는 말이다. 이 영토의 무결성을 지지하는 젠첩은 공산주의자거나 이걸 이해 못하는 저지능일 확률이 높다.",0
537,와이프들한테도안해줄거같은데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
538,대 켈 린,1
539,아지르 왜 글로번벤??,1
540,한화한테 잘 처발려라 티원아ㅋㅋㅋㅋㅋㅋㅋㅋ,0
541,ㅊㅊㅊㅊ,1
542,쵸비 그래도 성장잘해서 모름 한타때 킬 조금만 먹으면 바로 캐리모드임,1
543,와 영상퀄리티 드릉드릉하네요,1
544,든든,1
545,와저게,1
546,불뭐임?,1
547,진짜개노잼이겠다 어차피 젠지가 이길거 뻔한데,0
548,근데 왜 젠지한테 진거냐 ,1
549,허 버 허 버,0
550,지민누나 ,1
551,바론판단으로 한방오브한방에 겜이 터져버렷다 ㄷㄷ 결국 저 젠지식 눕롤 또 못 뚫엇다,1
552,딜 야무지게 넣네,1
553,weq하면 화면이 끊긴대요,1
554,우마이 ㅋㅋㅋㅋㅋ,1
555,뭔말을 했길래 ㄷㄷ,1
556,낀이스 ㄷㄷ,1
557,ㅈㅈ,1
558,?,1
559,화이팅,1
560,감스트 가자,1
561,애기는 집네 가라,1
562,티원은 싱글벙글ㅋㅋ,1
563,1 5 5 7 - 0 0 1 3 - 한화에 3 대 떡,0
564,젠지 밴픽이겻네,1
565,룰러도 삼갤만 인정하고 젠지는 인정안하는데 ㅋㅋ,0
566,ㅇㅅㅇ,1
567,광고를 그만 틀면 운영을 어캐하냐 진짜 능지 수준하고는,0
568,프로의 f도 모르면서 훈수하지마셈,1
569,짜요,0
570,피넛 살아있네,1
571,원딜 드븐말고 다른거엿으면 할만했을것같은데,1
572,철벽의 라스칼 디알엑스 화이팅,1
573,대 하 람,1
574,캐신 ㅋㅋ,1
575,에이밍 스태틱 삼 ?,1
576,ㅇㅅㅇ,1
577,숭배시간입니다. 페이커 등장시 '대 상 혁'을 입력해주세요. 띄어쓰기 유의 !!,1
578,캬아아아아ㅏ,1
579,저걸 왜 끌고오는데 ㅋㅋ,1
580,근데 바이퍼 미쳤다 진짜 지는줄알았네,1
581,삼가 리그오브레전드의 명복을 빕니다...,1
582,티원 뭐하는데 너네진짜… 줜나잘해,1
583,아지르 템 왜저럼?,1
584,ㅋㅋㅋㅋㅋ,1
585,데프트 빵셔틀이었나 왜이렇게 열등감 많은 애들이 많아,1
586,님들 녹방이라는 썰이 있던데 ㄹㅇ인가요?,1
587,대황딮,1
588,종서눈나,1
589,똥란 ㅋㅋㅋㅋㅋ,1
590,구마가 가짜원딜하나는 진짜 잘하는듯,1
591,히힛 도란발싸,1
592,기두대첩 ㅋㅋ,1
593,슈발 ;;;;,0
594,구원 한 번 더 써주지 경험 좀 쌓게,1
595,등기부등본 ㅋㅋㅋ,1
596,퀸이 어쩌다 트페 하위호환까지 됐냐 ㅋㅋㅋㅋㅋㅋㅋ,1
597,누가누가 못하는가 ,1
598,아까 화면에 잡히던데 ㅋㅋㅋㅋ,1
599,비디디 ㅋㅋㅋㅋ,1
600,"와,,,",1
601,의도는 무슨ㅋㅋ,1
602,승부 조작급인ㄷ제 ;;,1
603,트타님?,1
604,와 에이밍 앞무빙 ㄷㄷ,1
605,젠지가 월즈 우승을 한다? 말도 안되는 소리 기억해라 88848,0
606,?????,1
607,진짜 슼갈들은 맨날시비야,0
608,1600명 시작 15000명 더 더더 모여라!!,1
609,베트남 해설읕 좀 빼라,1
610,와 호날두 역시,1
611,결국 또 돌고돌아야?,1
612,"녹화중계라고, 커뮤니티 공지 보고와. 라이브로 녹화본 틀고 중계하는지는 모르겠지만? 암튼 지금 실시간으로 경기하는거 아님",1
613,원딜챔 밴 다되네 ㅋㅋㅋ,1
614,바론장인 티원 ㄷㄷ,1
615,모두 잠수준비~,1
616,조합난이도가 너무 높다 티원,1
617,운이 좋아서 살았지 제리 터지기 딱 좋았네,1
618,젠지는 어떃게 강팀이 되었는가 끝까지 의심하라,1
619,ㅁㅍ,1
620,채팅창 창내고 있는건 너아냐?,0
621,광동이 좋아보이는데? 또 주도권털릴거같은디,1
622,재발 광동 힘내! 중국을 이겨줘,1
623,리헨즈갖다버려야될듯,1
624,중요할때마다 똥싸는 제우스:face-green-smiling::face-green-smiling:,1
625,이게,1
626,모르가나?,1
627,이거 브금 뭔가요?,1
628,베트남 사람임?,1
629,파이크 시야잡기 어그로용이넹,1
630,111이 없는 메시는 뭐다?,1
