,message,label
217,"정기ㄹ이, 산사ㅁ이,가을저녀ㄱ이 와드타령ㅋㅋㅋ아이언 확정",1
218,미드 딜량 차이봐라 ㄷㄷㄷㄷ,1
219,T1 골든로드 보고싶다,1
220,제발 진짜 ㅠㅠㅠㅠ,1
221,구마가 1.5인분 해줘야 이긴다,1
222,하나둘셋 야!!!,1
223,티원도 연습안하고 탁구했냐? 경기력 왜이렇냐? ????,1
224,와 이악물고 플 아꼈다,1
225,대상혁 선발인가요?,1
226,표식 바이할 듯,1
227,한화 승패패승승 가자,1
228,eo대상혁,1
229,젠첩분들이 티원 팬인 척 분탕칩니다 중국인이 해외서 한국사람이라 하는 것 처럼요,0
230,든든 존나 잘하네,1
231,게이게이야,1
232,1633,0
233,톰버지,1
234,이야 잘했다,1
235,그 긴 거,1
236,또 디도스임?,1
237,개돌리네 ㅋㅋㅋ,1
238,교듀스..,1
239,오늘 캘린 상태가 영.,1
240,"벤픽 이따구로하면 광동은 이번에도 꼴찌일ㄷ,ㅅ",0
241,아 아트가 조졌넼ㅋㅋ,1
242,cs도 없는데 뭐해,1
243,진짜 미칫네,1
244,대 상 혁,1
245,어차피 우승은 젠지,1
246,인생들이 얼마나 불쌍하면 부정적인 말들만 하냐 다들 밖에 나가서 운동도 하고 긍정적으로 살아봐라,1
247,불 아들은 불효자냐,1
248,레나타를 안 보고 ?,1
249,와 12년도부터 롤봤으면 지금30살넘었는데 롤보고있는거임? ㄷㄷ 일않함?,1
250,유리벽의 라스칼,1
251,거기서 바론오더는 진짜 레전드네 ㅋㅋㅋ,1
252,굿바이 오너,1
253,저걸 점멸을 안빼네,1
254,케리아 귀여워!!!,1
255,와 ㅋㅋㅋㅋㅋ,1
256,이야,1
257,오늘 2경기 요약본 : 랫더킬러비긴 애욱,1
258,쇼메 지리는데,1
259,브리온은 여전하노,1
260,아리 까지 데려갔으면 ㄹㅈㄷ,1
261,대상혁,1
262,킹겐이 자리가 너무 안타까웠디,1
263,그들만의 세체미 = 야가오에게 닦여 8강딱,0
264,여자친구랑 100일 되었는데 이 방송 보고있대요 “민영아 사랑해” 적어주시면 감사드리겠습니다,1
265,596,1
266,오잉,1
267,탑룰루 ㄷㄷ,1
268,18렙ㅋㅋㅋㅋ 레전드,1
269,야스오보다 요네가 형인가요?,1
270,최원빈김래현화이팅!!,1
271,딮기 ㅎㅇㅌ,1
272,ㅇㅅㅇ,1
273,초비는 새체미인데 외 월드우승을 몬하나요?,1
274,한타의 도란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
275,둘 다 잘했으면 좋겠다,1
276,888488이 뭔가요?????????ㅋㅋ,0
277,페이X지리네,1
278,페미니즘 논란 팀 vs 중국 논란팀 ㅋㅋ,0
279,10킬차인데 계속 따라는가네,1
280,ㅇㅅㅇ 좀 그만해주세요 경기에 집중이 안되잖아요,1
281,왜 울먹거리심,1
282,흠..,1
283,표식이 성장 ㅈㄴ했네 진짜 ㅋㅋㅋ,1
284,1557 0013,0
285,한화 야구 연패는 끊어졌지만 롤의.연승은 끊어지지 않았다!,1
286,팔 긴거,1
287,ㅋㅋㅋ 라스칼하고 친해가지고 ㅋㅋㅋㅋㅋㅋㅋ,1
288,민석이 존나귀엽다,1
289,밴픽 누가 이긴거임?,1
290,든버지 ㅋㅋㅋㅋㅋ,1
291,코르키하자,1
292,"테디 억까하는사람들이 많은 이유:그래야 ""저 개같이 못하는 테디 대리고 쓰리핏하신 대 상 혁"" 이라고 기습숭배를 할 수있기 때문이다",0
293,여전히 억까놈들은 어디서나 활동하는구나,1
294,루시드 맨탈 터졌네,1
295,아지르 얼심 뭐야ㅋㅋㅋ,1
296,태윤은 세상이 밉다,1
297,티원화이팅~,1
298,머하자는건지 ㅋㅋ 진짜 저거 1군맞냐? ,1
299,바선생님 멱살캐리 ㄷㄷ,1
300,1577 2등딱 T2 화이팅~ ㅋㅋ,0
301,ㅈ카ㅋㅋ,0
302,했잖아 럼블밴….,1
303,이걸 진 브리온도 레전드네 ㅋㅋ,1
304,아 진짜,1
305,물주님 ㅎㅇ,1
306,디플 이정도로 잘했냐? 진짜 매경기 꿀잼이다ㅋㅋ 이정도면 기대해볼지도..?,1
307,겜 개재밌네 ㅋㅋ,1
308,역시 성적날조는 젠평ㅋㅋㅋㅋ,0
309,월요일까지 경기하나요 ....?,1
310,왜 골드가 쪽같냐,1
311,개불쌍하네....DRX화이팅,1
312,19금 좀…,1
313,서포터가 왜 정글러를,1
314,헐,1
315,와 기인,1
316,나가리 잼ㅋㅋㅋ,1
317,기드온그브 vs 캐니언브랜드 ㅁㅊ,1
318,니코 궁 뭐냐..,1
319,빅게임 예정.,1
320,1렙 점화는 왜 쓰는거냐 도대체,1
321,그팬들 도서관 왔노??,0
322,재밌다,1
323,구마 잘했는데 ㄲㅂ,1
324,가다세울,1
325,또 루나미,1
326,디도스 걸렸나요?,1
327,레클 개간지다 ㄹㅇ,1
328,민석아 돈 빌린거 갚아라,1
329,아 88848 이어도 티원은 이긴다고 ㅋㅋㅋㅋㅋㅋ,0
330,딱봐도 커즈 속터져 하는게 보이네 ㅋㅋㅋㅋㅋㅋ 불쌍한 커즈,1
331,도주는 역시 켈황,1
332,젠지 CC는 누가하누?,1
333,그러네 월즈가서 못하면 타팀에게 양보가 좋을듯,1
334,대황식,1
335,이쯤되면 아지르 하는애들이 대가리 꺠진거임,1
336,오너 급발진 ㅋㅋㅋ,1
337,아기 불독 ㄷㄷ,1
338,기인 잘했다 ㅊㅋ,1
339,ㅈㅈ pog 제카,1
340,진짜 루시드만 좀 바꾸면 하 정글이 진짜 아쉽다,1
341,티원은 이런 플레이도 못해서 0:13으로 개털렸더랬죠 :face-blue-smiling::face-blue-smiling:,0
342,88848,0
343,폭스승이다 한화승이라고 하는 애들 개구라임 믿지 ㄴㄴ,1
344,디순이 ㄷㄷ,1
345,단단묵직,1
346,부드러운 쵸비,1
347,김민재였음 다잡았다,1
348,서폿4렙차 ㄷㄷ,1
349,하나둘셋넷,1
350,우디르로 맞으려고?ㅋㅋㅋㅋㅋ또?,1
351,와 아직도 해??,1
352,그 멤버들이여서 그런지 잘 맞네 ㅋㅋㅋ,1
353,아트 뭔딜임??,1
354,하느님 제발 니코가 만개5인궁 하게 해주세요 제발요,1
355,안아퍼ㅋㅋ,1
356,제우스 : 이정도 아니면 사람아니다,1
357,88848,0
358,888481616예정,0
359,라스칼 요새 잭스못했나보네,1
360,T1 까는애들은 간첩아니면 가족중에 조선족 분명히있음 ㅋㅋ ,0
361,알 이즈 웰 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
362,디도스임??,1
363,토익 ㅋㅋ ㄹㅇ 추억이노,1
364,대황비 ㅋㅋㅋ,1
365,열등감은 슼황 ㅋㅋ,0
366,기드온 유망주였는데ㅋㄱ,1
367,아니 진짜 머임? 언제 시작함,1
368,88848,0
369,젠지 왜 별이 두갠가요?,1
370,표식은 신인가,1
371,ㅋㅋㅋㅋㅋ 머냐 이거 ㅋㅋㅋㅋㅋ,1
372,23,1
373,88,0
374,캐니언님이 쇼메이커님을 처치했습니다.,1
375,와.......,1
376,얜 뭐에요 ㅋㅋㅋㅋ,1
377,진짜 개극혐이네 ,1
378,오메,1
379,이게나야ㅋ,1
380,이제 본겜 들어갑니다 수고하세용 ,1
381,게임 수준ㅋㅋㅋㅋ,1
382,선수들 안보임,1
383,페르펫트 개못함,1
384,Jiuuuuuu,1
385,얘들아 현실을 보자 lck우승 누가 그렇게 알아주냐…,1
386,ㅇㅅㅇ,1
387,케틀 럭스 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
388,ㅁㅍ가뭐에요,1
389,니코 야발 ㅋㅋㅋㅋㅋ,1
390,캐니언 폼을 막을 수 있을래나,1
391,나미는 역시 켈황,1
392,으드득 드득 왜 날 때리는거야..?,1
393,ㅈㅈ,1
394,하이브리드 아녀? 5ad까진 아니고,1
395,3000만큼 사랑해,1
396,윤수빈 진짜 너무 예쁨 ,1
397,브리온레전드 서도일 데리고 와라,1
398,광서부릭스 ㄷㄷ,1
399,ㅈㅈ,1
400,안녕. 나는 젠지팬입니다. 중국인으로써 젠지는 너무 자랑입니다. 젠지 짜이요,0
401,어디갔어,1
402,uzi,1
403,원딜 미포할거같은데,1
404,화이팅,1
405,"영원하라....""신상혁""",1
406,오리 궁은 도대체 언제쓰는거냐?ㅋㅋㅋㅋ,1
407,대상혁,1
408,몇분에 끝남?,1
409,또 루시안?우틀않ㄷ,1
410,왜저러노,1
411,태윤지원금 받고 말이많누,1
412,안딜이 맛도리임 켈린보다 훨 잘하네,1
413,우마이~~~,1
414,쵸비 피곤한가?? ,1
415,서포터들 쌍둥인가요?,1
416,성숙해졌네 퓨시가,1
417,대 황 한 화,1
418,88848-212,0
419,T1이 이긴다에 내손목건다,1
420,젠지 또 너야?,1
421,둘 다 진짜 잘한다 ,1
422,이것도 스몰게임이야?,1
423,실비는 진짜 좀 심하다 ㅋㅋㅋㅋ 매경기 정글링만 하고있네 걍,0
424,켈황의 라칸을 이긴 피어엑스 너넨 승리자격있다 ㅋㅋㅋㅋㅋㅋ,1
425,한화밴픽좋네,1
426,/남친시점,1
427,매일 이러면 망하겠다 ,1
428,쵸비 7년차임 햇수로,1
429,준위가 있다고 믿는애들은 더글로리 안본거지? ㅋㅋㅋㅋ,1
430,ㅇㅅㅇ,1
431,렉이냐?,1
432,스읍...,1
433,흐웨이 = 제라스 상위호환,1
434,엄대엄,1
435,저기 티원 말하는 애 젠지팬 ㅋㅋㅋㅋㅋ,1
436,대-상-혁,1
437,씨맥이 잘못인가 암만봐도 바텀이 그냥 개못하는데,0
438,1557-0013,0
439,황카,1
440,브리온이 한타를.이긴다고? 올시즌 처음인가? ㅎㅎㅎ,1
441,이젠 돌돌 젠티도 아니네 ㅋㅋ,1
442,옵젝좀 챙겨라,1
443,티원 개빡빡하게 하네 진짜 ,1
444,젠장 또 대상혁이야 이 게시물만 보려고 잘려했지만 숭배를 해야겠어 숭배를 시작하지대상혁 숭배. 제1장세상에 70억명에 페이커 팬이 있다면 나는 그중 한명일것이다.세상에 1억명에 페이커 팬이 있다면 나는 그중 한명일것이다.세상에 1000만명의 페이커 팬이 있다면 나는 그중 한명일것이다 세상에 100명의 페이커 팬이 있다면 나는 그중 한명일것이다 세상에 1명에,1
445,080 -1557 - 0013,0
446,그 귀환 ㅋㅋ,1
447,와 커리어미쳤다 ,1
448,“빅게임”,1
449,캬,1
450,케리아는 샤코서폿해도 잘할거임 케리아를 다른 서폿이랑 비교하지마 ㅋㅋ,1
451,너무 부담감이 심했네,1
452,캬,1
453,안이,1
454,미드우디르 ㄷㄷㄷ,1
455,죄우범 아웃,1
456,개소리하지마라 무슨 쵸비가 페이커를 패냐 반대로 페이커가 쵸비 소릴 14번 땃다 쵸비는 페이커상대로 솔킬딴적도없고,0
457,롤도사 흡수 ㄷㄷ,1
458,나르 잠그자,1
459,킹갓메이커,1
460,안떠네 신인이 합격,1
461,한화 패승승 2:1 유출 떳어요,1
462,그리핀 복귀 ㄷㄷ,1
463,뽀삐 없는데 그럼 안돼지 ㅡㅡ,1
464,이게 불?,1
465,스킬 너무 못 마추는데 ㅋㅋ,1
466,잘 물고 잘 때림,1
467,에이밍 벽 못 ㅁ넘음;;,1
468,아오 이거좀 그만해라,1
469,불이 태윤보다는 안정적인데..?,1
470,이래도 13:0이 안나오네,0
471,오 용이 크다 ㅋㅋㅋㅋㅋ,1
472,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐고 아직도 하고있노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
473,농심도 스몰더 들고 t1 캐바름,1
474,구마유시가 흠이네 원딜만 바꾸면 티원 월즈우승 확정 아님?ㅋㅋ,0
475,P 가문은 너무 억지드립인데 ㄹㅇ,1
476,"04년생 제우스(최우제) 커리어 : 롤드컵 우승 1회, 준우승 1회, MSI 준우승 1회, LCK 1회 우승, 준우승4회, 아시안게임 금메달 1회",1
477,벤픽 왜 틀었냐,1
478,쭝궈 해킹범들 소행인가요?,0
479,한번씩 저점을 찍어서 그렇지 잘하긴 잘해,1
480,씨맥 사퇴해라,0
481,켈 황,1
482,와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 맛있내,1
483,수빈누나 개예쁘네 ㄷㄷㄷ,1
484,와 표식 개잘하네 ㅋㅋ,1
485,환불이 문제가 아니라,1
486,캐리아 캐리가즈아,1
487,?? 뭐지 신기하네,1
488,한국팀이 승리해서 보기 좋네요 국제전은 꿀잼,1
489,한화생명 화이팅,1
490,디얼엑스가 디도스 멕였다,1
491,와 겜 수준 ㅈㄴ 높네,1
492,ㄱㅅㅎ,1
493,오리 템 뭐냐 ,1
494,@Dd 이거지 ㅇㅇ,1
495,잘하면 형이지,1
496,또 젠도스..,0
497,1557,0
498,까꿍 ㅋㅋ케,1
499,여기 채팅치시는 분들 다 프로게이머 인가요?,1
500,안딜 쳐내니깐 개잘하네,1
