,message,label
113,T1은 졌는데 입 왜열어? ㅋㅋㅋㅋㅋㅋㅋ 이기고 말하세요~,1.0
114,베릴 cs 높다는 애들은 뇌가 있는거냐?,1.0
115,쵸비잡자고 페이커를부르라고? ㅋㅋㅋㅋㅋ 불독이면 충분하죠~,1.0
116,어제 KT한테 쳐발려서 빡친 머저리 젠지팬 있나요 혹시 ??,0.0
117,쵸비 캐니언 기인이면 ㄹㅇ엑조디아임 전승우승할듯,1.0
118,바이는 아직 성장할수 있네 긍데 경기가 진짜 재미가 없누... 티원 광동이 젤 재미있긴한듯,1.0
119,ㅌㅊㅇ,1.0
120,디플은 하고싶은게 뭐냐..,1.0
121,이건 그래도 DRX가 더 쎄보이는데.,1.0
122,노ㅅ나,1.0
123,아니 서버관리좀,1.0
124,하 꺽어주세요...,1.0
125,소상혁 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0
126,내수는 역시 쵸황 ㄷㄷㄷ,1.0
127,티원 지겠는데..?,1.0
128,근데 진짜 젠지팬이지만 대황맥 인정한다 잠재력 끌어내는건 진짜 ㅈㄴ 대단함,0.0
129,ㅈㄴ잘하네 진짜,0.0
130,여기서 욕하는 사람들 그님티?,1.0
131,농심 파이팅,1.0
132,한화ㅎㅇㅌ,1.0
133,ㅈㄱㅊㅇ,1.0
134,ㅈㅈ,1.0
135,쵸비 부산물들 ㅋㅋㅋㅋㅋㅋㅋㅋ,1.0
136,그웬은 못뚫으면 썩는다,1.0
137,진짜 브리온 탑미드말곤 다 노답이네,1.0
138,오,1.0
139,이정도면 광동 저력보여줬다 할만하다 당장은젠지못이길거같긴했음 ,1.0
140,든든 현타 개오지것네 ㅋㅋㅋㅋㅋ,1.0
141,고벨류 gdb 88848 ㄷㄷㄷ,0.0
142,케리아 미친ㅋㅋ,1.0
143,2ㄷ떡 이즈서폿 니코,1.0
144,젠지랑 같이라고 야랄하는 애는 뭐노,0.0
145,?,1.0
146,리신 뭐야,1.0
147,ㅂㅌㅊㅇ,1.0
148,몇시 시작?,1.0
149,결국 또 세체미끼야?,1.0
150,제카는 페이커가 아니다.,1.0
151,젠지 뭔일 있음?,1.0
152,054 잼드 ㅜㅜ,1.0
153,두ㅡ황 화이팅하자 탑차이없이,1.0
154,브라자?,1.0
155,v피오지 누구임,1.0
156,서폿이즈는 좀 아니다,1.0
157,근데 베릴은 이적해도 배신자 소리안들었는데 캐니언은 졸라게 욕처멱누..ㅋㅋㅋㅋㅋ,0.0
158,위기의순간 상혁이가 해주네 ㅋㅋ,1.0
159,6유충 또지나,1.0
160,테디 플 뺏냐,1.0
161,쵸비가 a급이면 a급도 널렷지,1.0
162,어쩔수 없네,1.0
163,1557,0.0
164,88848,0.0
165,중국인이 잠깐씩 보이네,1.0
166,코로키 딜 핵수준이네,1.0
167,w 쓸만했음,1.0
168,기프트,1.0
169,88848,0.0
170,지우 기대된다,1.0
171,많은 변화= lck -> lpl,1.0
172,역시 티원,1.0
173,나도 cgv 티켓 줘라,1.0
174,bdd 해줘!!,1.0
175,두두가은근 너무잘함,1.0
176,으악ㅠㅠ 중국은 싫지만 중국게임은 못잃어 ㅠㅠㅠ 페이커 만세!!! ,1.0
177,이길확률 0프로,1.0
178,아니 왜 쟬 보여줘ㅋㅋ:,1.0
179,"DRX는 플이 다있고 KT는 플이 다없어서 바론자체는 칠만했어. 신짜오쪽 안봐주니까 체력관리 안된게 문제고, 바론을 끝까지 친것도 문제임",1.0
180,지우야 해줘~~~~~~,1.0
181,faker님이 고른 챔프 이름이 뭐에여??,1.0
182,커즈가 개잘했음,1.0
183,티원 머리 위에 찍어,1.0
184,ㅇㅅㅇ,1.0
185,황부리그다운 수준 ㄷㄷ,1.0
186,"범인 클로저, 쇼메 탱아지르 좋은줄 알고 쓰다가 쵸비한테 혼남",1.0
187,제우스던졌다,1.0
188,4명 구경하고있네,1.0
189,대 상 혁,1.0
190,세주 니가 왜 킬을먹냐,1.0
191,중국팀은 왜한국에서 경기를하나요?,1.0
192,공군...? 참새의 습격이다!! 역돌격!!,1.0
193,88848,0.0
194,윌러 존예띠,1.0
195,오너 가오 잡는것만 빼면 참좋은데,1.0
196,대 상 혁,1.0
197,아광고,1.0
198,엄,1.0
199,어어?,1.0
200,뭐야 광동이 이김?,1.0
201,대상혁,1.0
202,누가 더 못하나,1.0
203,루시안이 너무못한다,1.0
204,세최cs 쵸오비,1.0
205,예아 신,1.0
206,끝났다,1.0
207,비에고 플 아쉬운데,1.0
208,가세요라,1.0
209,젠지 또 이렇게 잘 나가다가 미끄러진다.,1.0
210,늑대털이범 두두,1.0
211,ㅆ오만 그자체,0.0
212,와 진짜 잘하네,1.0
213,ㅈㅈ,1.0
214,ㅈㅈ,1.0
215,따먹!,0.0
216,벤픽 보니깐 2대떡이네,1.0
217,페이즈 진짜못한다,1.0
218,졌네 ㅋㅋㅋㅋㅋㅋ,1.0
219,켈황,1.0
220,잭스정글 이게 맞냐 ,1.0
221,제리 4킬?,1.0
222,듀렉 브리온 나오니까 탄식소리 뭐냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.0
223,젠 디플ㄷ,1.0
224,닥후,1.0
225,앙 보약띠,1.0
226,진짜 지우 간만에 보는 대형원딜 느낌이난다,1.0
227,캬,1.0
228,물구 나무서고 한손으로 챗하니 딜레이 없네 ㄷㄷ 버그 발견,1.0
229,안이,1.0
230,기드온 어디감?,1.0
231,찬밥형 ㄷㄷ,1.0
232,주도하는질서그것은거역할수없어,0.0
233,아시안게임으로 저위하는애들많아서 하나팩트말하면 연습도중에페이커 부상악화대서 쵸비가 주전뛰엇다고 코치진도인터뷰햇고 팀원들도 방송에서 말햇는데 ㅋㅋㅋ그저 8목보호대엿는데 실역으로 주전뛴줄아는애들 역겹노,1.0
234,오리가 생각보다 약하네,1.0
235,88848,0.0
236,바이퍼 지리네 ㅋㅋ,1.0
237,서폿이 니콘데 뭐 어떨게,1.0
238,박망파,1.0
239,도구,1.0
240,쫄아서 못덤비네 이제,1.0
241,8 8 8 4 8 ㅋㅋㅋㅋㅋㅋ,0.0
242,디케이도 이제 별거 없는팀으로 가고잇구나,1.0
243,리신 서폿 가자,1.0
244,ㄹㅇ 농심은 그냥 호감이야 ㅈㄴ응원하고 싶음 ㅋㅋㅋㅋ,0.0
245,888룰8,0.0
246,걍 테디 캐리로 drx가 이길거 같은데,1.0
247,ㅌㅊㅇ,1.0
248,페이커 카르마 담판에 나올듯,1.0
249,올해 난 kt 미라클 런 믿는다 kt 롤드컵 우승 가즈아~~~~~~~~~,1.0
250,황사장 안경인가 ㅋㅋㅋㅋ,1.0
251,헤나가 도망간거임,1.0
252,밸런스 맞춰주네 ㅋㅋ,1.0
253,딮기 정글서폿 좀 ,1.0
254,/싱크조정,1.0
255,제대하면 칭호가 버뀌는거임,1.0
256,1경기보다 티원벤픽 더 좋아졋는데 ㄷㄷ,1.0
257,기니언 ㄷㄷㄷ,1.0
258,제압털기 ㅋㅋㅋㅋㅋ,1.0
259,캬,1.0
260,표식 배릴은 왜이리 재밌냐 ㅋㅋㅋㅋㅋㅋ,1.0
261,야 니들 카밀 위치 봤냐??,1.0
262,어어 사람들 잡혀간다,1.0
263,우르곳 나올만 한데,1.0
264, 뇌 절,1.0
265,이즈 ㅋㅋㅋㅋ,1.0
266,테디야 늙었으면 걍 쉬자,1.0
267,정글망헀네,1.0
268,켈린스만,1.0
269,야요이 미츠키 엉덩이 지림,0.0
270,1667 88848,0.0
271,ㅋㅋㅋㅋ 똑같이 가냐,1.0
272,풍들었노 예아 ,0.0
273,강한 미드가 강한 정글을 만든다,1.0
274,강Xㅋㅋ,1.0
275,???,1.0
276,광동 응원한다,1.0
277,역시 라칸은 켈황,1.0
278,뭐야 클리어 왤케 잘,1.0
279,클로저 쟤는 아칼리-사일러스는 정말 기가막히게 하는데 나머지는 정말 모르겠다... 피지컬만 개좋은 솔랭전사 느낌임,1.0
280,딜라이트 티원유스,1.0
281,와 루시드,1.0
282,이강인 페이커 때려서 페이커 오늘 출전 못한대요,1.0
283,케리아 화났어 ㅠㅠ 다음엔 더 잘하자고!!!,1.0
284,쇼메 노냐,1.0
285,팡희 힘내라,1.0
286,서폿 시야 200 ㄷㄷ,1.0
287,이 얼 싼 짜이엔지 짜요!!,0.0
288,Ig는 얼마나잘하는거냐 ㄷㄷㄷㄷ,1.0
289,불독 상황파악못하고 아펠밀리오 무는거 개역겹네 ㅋㅋㅋㅋㅋㅋㅋㅋ,0.0
290,듀오킬 3 솔로킬 2,1.0
291,아 언제 해,1.0
292,4불용 코르키? 진짜 맛있겠다,1.0
293,대 상 혁,1.0
294,왜이래,1.0
295,진짜 존나 부끄럽케 ㅋㅋㅋㅋ,0.0
296,아 이 고,1.0
297,여기서 지는 팀은 진짜 실력적으로 나락임이 증명 되겠구나.. 개인적으로 농심 화이팅!!,1.0
298,무우니니에게 먹이를주지말아라,1.0
299,여러분 진자림 2차사과문 떴네요 ㄱㄱㄱㄱ,1.0
300,3분남았네 담타~,1.0
