,message,label
172149,솔직히... 골드게임 아무거나 관전해도 해설 이렇게하면 ㅈㄴ 재밌을듯,1
860315,DRX의 매력=프론트가 운영 못하고 정치질은 잘하고 임금 적게주는게 아니라 잘 안주는걸로 이름 바뀌기 한참 전부터 유명했던거 말하는거임?,1
157160,녹방이면 이걸 틀겠어?,1
41006,지우우우우우웅우ㅜㅇ우우우우우,1
164471,티원이나 젠지가 했으면 자야라칸 연패 깨짐 ㅋㅋ,1
403068,아니 그걸 왜 따로함 왜....,1
418883,와,1
915457,ZZZZZZZZZZZZ,1
726729,오너목걸이 빼라...,1
386789,광동 욕하면 주짓수 1위한테 새우꺾기 당한다 욕하지 마라,1
709981,캍,1
956445,니 가 코 르키를해??,1
176991,88848,0
379772,뭐 이따구로 하냐 ㅋㅋㅋㅋ,1
754391,승리하면 혁명 패배하면 개픽 아입니까,1
344509,티원 멤버들 표정이 다 하기 싫어 보인다,1
512709,ㅇㅅㅇ이 뭐임?,1
152718,ㅋㅋㅋ,1
837278,와이거 킹겐없었으면 어쩔뻔했냐,1
768483,슼갈들 이때다싶어서 쵸비욕하네 응 ^3대떡^,0
670135,티젠킅>한광>담>동부,1
468498,어그로 끌지마라 찾아가기 전에,1
31261,구마 무조건 pog 받겠네,1
650991,레스터 우승하듯이 광동이 동화 한 번 썼으면 좋겠다,1
419083,1557,0
485361,브리온팬피셜인데 기드온이 감독말에 반대의견냈다가 팀분위기안좋아져서 반성하라고 2군으로 잠시내렸다는 말이있어요(뭐 100프로는아닙니다) 일단 지켜봅시다,1
324320,다이아 아래 싸물어좀 ㅋㅋ,1
476747,아니 이젠 광동한테도 따임?,1
84099,이니 근데 왜 돈이 더앞서냐???,1
339109,와 봉풀주강타로 2개 썼구나 설계 미쳣네,1
711229,ㅇㅅㄴㅅ,1
206557,중국 젠지는 이겼는데 t1은 못잡아서 이걸로라도 공격하네...,1
558898,불 벌써 연예인병 걸렸나 갑자기 왜케 못해,1
294491,이판 피드백은 딱하나네 미드가 사람아님,1
834415,23젠지가 24한화에 모였다!!,1
673993,브금 curiosity ,1
221512,와드대박;,1
192185, 개상혁,1
648277,슼칼들 신나서 욕하러 달려왔네,1
229803,켈황,1
330264,스펠링 틀렸노 ㅋㅋ,1
906477,lpl인데,1
55411,썸낼따가네,1
294985,응원구호 만든놈 지능형 안티다,0
222791,"아트, 크산테<<< 그냥 역겨운 챔",1
237346,김민아,1
883427,오너 어디감,1
717352,그냥 다차이 ㅋㅋㅋㅋㅋ,1
922685,스프링의 춘 제,1
891407,1557은 맨날 하는거 가만 있으면서 88848은 왜 하면 안돼?,0
273371,5꽉 존잼,1
585609,관객들 힘들겠다,1
539804,엄대엄 드디어 끝낫다,1
981965,아니 베이가 좋은데?,1
248186,구마 왜 풀캠이냐,1
73542,베릴 너무 쌋네 오늘,1
99394,황마유시,1
33186,지우 너 무섭다.....,1
577799,현장인데 di몰수패네요,1
504375,황사장님!,1
353675,윌러만 잘했네,1
964471,국내대회 이기면 뭐하냐~중국팀한테 졌는데,1
796206,막던지네? 게임 하기싫냐? 프로맞나,0
865075,5년동안 88848 vs 1경기 1557 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 비교가 되냐 젠첩들아,0
825696,누가 레이디스리그 들고왔냐,1
443987,3번째 세트임?,1
222125,너무 빨렸다,1
416912,이미갔다왓는데,1
431934,대상혁,1
838805,이열 피터 화나쪄,1
151191,ㅋㅋㅋㅋ,1
106198,든버지 제우스 솔킬 선언 캬,1
97910,구케는 진짜 역대로 쳐도 되지 않을까,1
854980,근데 젠지 주장 왜 리헨즈임,1
156155,숙소 근처 PC방에서 한다네요,1
888239,T1 파이팅!!!,1
391465,자야 라칸 엄청높게보네 딮기가,1
227239,지금 젠지욕하는애들은 한국인들인거죠? ㅋㅋㅋ 나라크기차이가 나는데 lck주제에 왜 자꾸 젠지를 욕하죠? 이해가안가넼ㅋㅋㅋㅋ 제발 미개한짓좀그만합시다 ㅋㅋㅋㅋ 한국은 중국꺼에요 ^^,1
633283,에이밍왜글로가,1
41105,실비는 나가라ㅋㅋㅋㅋㅋ,1
313392,여러분 88848이 뭐에요?,0
978532,1 시바 ㅋㅋㅋ 너무하네,1
447283,와 쩐다 ( 스프링 썸머 msi 준우승하며),1
585900,아직도 1경기가 안 끝낫네ㄷㄷ,1
93911,이즈 뭐함?,1
837305,꼬츄? ㄷㄷ,1
416562,3꽉 꿀잼이누,1
645480,페퍽트 살짝 전거같은데,1
10072,케리아 지렸다,1
86029,티원이 너무 완벽하게 하니까 뭐 해볼수도없네,1
964157,ㅈㄴ 힘드네,1
673631,24 한화는 23 젠지에서 쵸비랑 페이즈가 빠지고 제카랑 바이퍼가 들어감,1
324363,오늘 해설 왜케 신낚냐 걍 닥하고 보고싶다... ㅠ,1
927294,티원 없으면 국제전,1
294914,?,1
373335,크ㅡㅡㅡㅡㅡ,1
499878,유관중의 광동ㅋㅋㅋㅋ,1
580343,귀여우시네 ㅋㅋㅋㅋ,1
727620,맨날 결국 롤드컵때 T1만 찾음서 왜들그래,1
897254,지우 이번엔 다르다,1
538526,ㅇㅅㅇ,1
628347,솔랭 비상 솔랭 비상,1
443746,아니 든든그웬으로 뚫리겠냐 농심아,1
221034,광동이 티원보단 확실히 잘한다 ㅋㅋ,1
386865,에휴,1
139638,라이브 주장하는 사람은 억지 부리다 못해 주장하고 있네,1
801607,작년엔 dk이럴때 걍 역으로 백도어로 끝났는데 많이 발전했다,1
776278,도피딜이 88848에서 도망간 이유 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
609471,캡잭 로아 접고 연습 할 정도면 악플 때문에 속 많이 상했었나보네.. 안타깝다ㅠ,1
273740,역대급 미드차이농 ㅋ,1
823502,표시기가 멱살잡고 끌고가는거 같어,1
913020,애쉬도 시집감?,1
409930,빅게임의 쵸비!,1
737695,현 시간부로 88848 치시는분들 캡쳐해서 젠지 변호사팀 통해서 고소진행하겠습니다. 경고했습니다 치지마세요 합의 절대 안해줍니다! 벌써 40명 캡쳐했어요~,0
640740,어차피 케티져 너무 기대하지마 ㅎㅎ 후반가면 갈수록 퍼펙트 안습이더라. ,1
989095,형님들 이거 노래 제목 뭐에요?,1
433801,t1 아직도 의심하는애들 잇나,1
552573,금구슬혁,1
687848,죽어도 이득인판단ㅋㅋㅋ,1
249170,ㅈㅈ,1
881118,이제 ㅁㄷ만 바뀌면 될듯,1
880042,ㅎㅎ,1
10085,데프트는 한번을 반응못하네,1
22052,drx가 이긴다에 손목건다,1
338338,뚱 러 ㄷㄷ,1
966187,브리온은 초반 승부를 봐야지 운영가고있네ㅋㅋ,1
235117,햇살따가운데 고생들하시네,1
797361,역시 나미는 켈황 ㅋㅋ,1
575253,플궁으로 먹어준거 아니냐,1
643888,리헨즈 움?,1
920397,젠뚱누나,1
62892,대 황 독,1
485991,닷지하자..,1
547818,제카 ㅎㅎ,1
898471,원딜 한번 넘어졌다고 불리해지는거 자체가 미드정글이 문제가 있는거임,1
818855,잡고죽음? 꽝동 핵손해 ㅋㅋㅋㅋㅋ,1
672629,제카 왜저리 못하냐 쵸미한테 서열정리,1
914406,스위밍닐라 ㅋㅋㅋ,1
796751,건우 바센세 피지컬 오지네,1
633878,루시드의 r도모르면서 조용히해라,1
764603,엄카,1
287165,기인MVP주라고 두번 말 안한다,1
362956,?,1
820357,19금,1
181812,역시 1황 젠지~어차피 우승은 젠지 늘 그렇듯 ^^젠지야 ~ 젠티전 담엔 한번 봐줘라 티원 너무이기니깐 질린다티원 롤드컵 대진운 젠지 안걸려서 우승한거임 한마디로 대진운,1
337091,티원화이팅!!,1
219791,와미친불 진짜 저걸 딜각을 잡았어,1
653805,와 두두커즈가 진짜 쩔었다,1
196107,정글이 수준차이 너무나네,1
871378,루시드가 신인왕 어쩌구저쩌구 ㅋㅋㅋ 하던데 ,1
76665,그쪽 팬들은 오늘 경기도 없는데 와서 분탕치네 ㄷ,1
98824,오 윌러ㅋㅋ,1
838208,이야 DK가 뒷심이 좋다는 평가를 받네 많이 발전했다,1
192037,대황비,1
870710,난 안 원했어 인마,1
75816,888ㄹ8,0
622282,캬,1
299940,/오너화면,1
169945,최저라도 돈 받고 겜하는게 어디냐 ,1
409734,미드2랩차,1
71763,이 비디디는 무료로 해줍니다...,1
321455,3-0 대 황 슼 승리,1
211376,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 젠지만 봐주네 중국팀이라고,1
828195,니코ㅋㅋ,1
459760,ㅋㅋㅋㅋ,1
825462,완성안된 대천사가 나오나 안나오나..,1
67875,잘하네 커즈,1
886910,구원 너무 쫄아있군,1
565720,똥과 설사의 대결 ㄷㄷ,1
579117,킹겐은 모하냐,1
928339,머리는 한화지만 가슴은 광동이다,1
438359,여긴 ㅇㅅㅇ 치는 사람 없어서 좋네,1
936318,ㅋ ㅑ,1
264302,와씨 및쳤다,1
646868,T1 방긋,1
334427,담타하러 다빠지누,1
530057,젠지 줫나 잘한다 ..오아,1
468539,이거 젠지 2ㄷ0 유출이자나,1
786820,안딜은 왜 안쓰냐?,1
636819,성형,1
389568,슈발 ㅋㅋㅋㅋㅋㅋ,1
857602,디알엑스는 걍 져라 ㅋㅋ,1
519359,네오 신 빅 디플러스기아~,1
166685,근데 광동 진판 전부 이즈리얼 했는데 패배픽 왤캐 하는건지 모르겠네 ㅋㅋㅋㅋㅋㅋ,1
224382,오우 바텀 개잘하네,1
375907,미드차이 심하네,1
787667,탑 진짜 눈물나온다,1
967303,다음경기 한중전 인가요?,1
671317,엄란 못이긴다니까ㅋㅋ,1
982232,캉사두,1
826335,에포트는 실력이 후자로 가냐,1
333307,자크탬 ㄷㄷ,1
235987,이신형이 누군데 ㅋㅋ,1
890301,뿔 귀여워 케리아,1
319410,빤 츠 타고 왔네,1
663395,drx가 이긴다에 손목건다,1
569199,제도기듀,1
55754,라칸이 라인전 약캐까지인가 버틸만 할텐데,1
311073,?,1
204903,티원 팬을 건드리누 ㄷㄷ 깡도 좋다 디도스범,1
50053,켈황덕에 채팅 깨끗해졌네 ㅋㅋ,1
926631,함예진 하는꼬라지를 봐라 안짤리겟냐?,1
540831,티원 이기쟈~~,1
809650,데프트;;;;,1
601175,테디 딜량 보소,1
480731,맥버지.. 이제야 깨달아요~,1
895861,얘네들 뭐 다딱이들임? 개못하네,0
87657,킹겐 루시드 허수 에밍 켈린 썩어도 3위권 라인업으로 담원은 반성하라 진짜 화난다!!! 켈린탓이라생각하면 리헨즈나 베릴이라도 쳐잡던가 진짜 담원팬인데 ㅈㄴ화나고 지금성적 눈물나네 제파코치 너 잘하고잇는거맞냐 천주랑 같은길걷지마 담원 선수는 잘못이없어 코치진물갈이 들어가야하냐 진짜 이제 눈물도 안나네 허수도 웃음기없어지고 담원 프론트 정신차리고 해명문 올려라,1
759877,두황,1
846291,뭐지 왜 이시간에 하고있냐,1
13135,apologies,1
891887,형님들 지금 다3이면 티어 높은편이가요?,1
151536,퍼펙트 잘한다,1
711310,진짜 못싸우고 답답하다 FOX인지 FIX인지,1
884003,이게 내가 알던 롤이야??아닌데??,1
412349,켈황 진짜 씹간지네,0
796477,칼퇴근 시켜준 광동 고마우면 개추 ㅋㅋ,1
583092,대회용 서버에 디도스가 되나?,1
800005,탑 원딜 cs차이가 저런데 글골차이가 그렇게 안나네,1
698802,88848 그만해주세요ㅋㅋㅋㅋㅋ,0
580498,설마 디도스????,1
847992,진자 ㅈ 같네 기습녹화중계 ㅋㅋㅋㅋ 프차 1000억 쳐먹고 모하는거냐 이게,1
942943,뭔조합이지 둘다,1
916290,벽임신,1
558347,?,1
538597,마오카이 궁이 뻘궁,1
932140,두두 대체 뭐함?,1
298747,씨맥 어디감 ? ,1
932461,?,1
671787,아지르는 미드 안가고 어디감,1
725916,안경 롤주머니 나오니까 개같이 패배하네,1
897311,오오,1
787645,렉사이 탑 첨보네,1
759310,대 황ㄷ ㅜ,1
496517,와 존나못하네..,0
271821,이걸 사네,1
723528,대각선의 법칙 보여주냐?,1
978227,피1,1
30313,돼지익룡소리 GOAT 대티원,1
703630,그팀팬들 구마유시 당선!,1
526368,켈황,1
235740,경섭이 ㅋㅋㅋㅋㅋㅋ,1
818014,스몰더 바이궁에 딜 하나도 못넣고 죽겠네 벌써 보인다 ㅋㅋㅋ,1
907460, 개멋있네,1
821313,열등감 덩어리들 개 많네 티원 화이팅~,0
201300,오,1
634292,역시 로밍은 켈황 ㅋㅋ,1
573314,갑자기 궁금한데 파덕 2군으로감?,1
133957,기프트,1
590493,디도스범 iq 찾아냈음... 192.168.888.48,1
670146,한판 1557 vs 5년내내 888룰8 ㅇㅅㅇ,0
1013,윤수빈 진짜 개이쁘네,1
855830,1 5 5 7,0
990310,역시 에어본은 켈황,1
827998,베릴 사진 절묘하네 ㅋㅋㅋ,1
206404,어차피 t1이 이기는데 걍 fox 몰수패 하면 안되나요 ????,1
383048,불독 잘생겨졌네,1
622413,안일 그자체 ㅋㅋㅋㅋ,1
279743,제우스는 끄지라,1
719894,볼팔요도 없네,1
674218,톰버지 항상 사랑합니다,1
391837,스킨의 주인,1
358140,안딜 진짜,1
805260,무생무치가 뭐냐/ 무색무취지,1
569446,한화는 걍 재미가 없음,1
875568,경기유출 어떻게되는겨?,1
694058,침대 따운 ㅋㅋㅋㅋㅋ,1
32494,프런트라인 원딜 뭐냐...,1
618946,하이브파이는 켈황 ㅋㅋ,1
49762,ㅇㅅㅋㅎ,1
123316,오너 개무리하네,1
190602,젠지팬들은 다 클린한가요?,1
462661,???,1
55015,오랜만이다,1
212399,비방하세요 ㅋㅋ,1
341206,구마 똥싸러 간듯 아까 끝나다마자 달려가던데,1
204164,디도스 잡아보던가 ㅋㅋ 어떻게 잡을건데 낄낄^^,1
481558,코붕아 그게 무슨소리니,1
725127,캬,1
985118,애럼 바텀이네,1
159130,오늘은 디도스 없나요?,1
50068,킹겐뭐하냐 ㅋㅋㅋ,1
988054,"클템 없으니까 각 종 합성어,줄임말, 억지 비유, 정치 비유 안들어도 되니까 좋다. LCK는 작가가 가이드라인도 안내주노 클템처럼하니까 그들만의 스포츠로 만들지ㅋㅋ",0
587444,이게뭐고 자고왔는데 2분지나있네,1
865829,캬 만장일치네,1
469344,기량차이 너무 나네...,1
484163,야대코 ㅋㅋㅋㅋ,1
362884,?,1
232542,콩월콩시 콩콩콩,1
587934,고 버 지,1
900018,ㅋㅋㅋ,1
383120,88848,0
423115,원사랑 준위중 계급이 같은 위치인데 모르면서 아는척 오지네 애들 ㅋㅋ,1
462252,세탭 닉 키예후로 바꿨어요,1
217301,?,1
491515,스택 빠르다,1
503949,아 첫판은 젠지승이네;,1
135930,오히려 좋아 보면서 잘랭 :red_heartred_heart:,1
410815,궁이 아니라 스킬이엇던것,1
831066,베릴 람머스임?,1
260969,루나미 벌써 마나 바닥인데,1
358391,ㅋㅋㅋㅋㅋㅋㅋㅋ 씨맥 여기까지,1
883699,ㅁㅊ ㅋㅋㅋ,1
68043,8목보호대?,0
243659,티원 화이팅!!,1
826478,풀배 도배충 어디갓냐 오리궁 딜교용 써놔서 뒤짐,1
871581,너도 롤 하는데 베트남사람이라고 못할까 생각을 하렴,1
178314,칼리 w ㅈㄴ 쓸모없어보이네,1
677120,ㅈㅈ ㅋㅋ,1
642779,표식 리신 벤 해라 ㅋㅋㅋ,1
706689,벤치혁이 뭐임,0
454499,:chickenmoney_bag::mantelpiece_clock:,1
71686,데프트는 담원전에서 루시안으로도 박던데 흠... 버릇 그대로네,1
307285,킹시드 ㅈㄴ 잘하누,1
358883,매치 총 MVP는 헤나 다,1
91197,대 황 슼,1
29106,투신 ㅋㅋ,1
780442,동준이 나대네,1
210754,젠도스 무쳣네,1
941551,이로써 루나미는 문제가 없다...,1
557830,대 황 불,1
975920,아 베이가를 좋아만 한다고 ㅋㅋ,1
718295,? 영토의 무결성과 영토완정을 단호히 지지하고 존중한다 따이 후앙 찌엔,0
876833,님들 요즘 lck 다 녹방임??,1
435280,흐웨이잡으니 답없내 상대,1
398362,?,1
624093,구슬픈 울음소리ㅋ ㅋㅋㅋㅋ,1
556666,얘네 뭐함?,1
337792,이건 지렸다ㅋㅋㅋ,1
899137,치우고 티젠이나 하자,1
327002,ㅇ ㅏ골카가....,1
709519,누가 이겼냐 헬조선 백수들아,1
847461,프로 아닌가요,1
614214,티원 젠지한테져서 1패있는데 젠지는 전승중이라 ㅂㄷㅂㄷ하는거임,1
409304,에바로 올랖 잡겠냐고,1
311111,젠지가 ㄹㅇ 개바른다 ㅋㅋㅋ,1
86963,쉽다 쉬워 딸깍!,1
858809,억지바론 오더내린 애는 팀 방출해라 누구누구탓하는 걸 떠나서 팀차원에서 이딴 오더하는애는 방출해야함.,1
660345,수빈이 눈나.....,1
827152,풀배 2군인 이유있네,1
980473,15557 0013,0
21673,??,1
417482,타격이없으면 더 이상한거아니냐 국제전 결승무라는건데 팀이 ㅋㅋㅋㅋ,1
653757,LCK투탑 미남 안딜 윌러,1
205540,3분 뒤 디도스걸릴듯,1
681581,생쇼메이커 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
866364,난리났네 ㅋㅋㅋㅋㅋ,1
977340,ㅇㅅㅇ,1
597716,155 7 본받아라 ㅋㅋㅋ,1
59005,마오를 왜물어,1
62752,저거는 승부조작급 아니냐?,1
717291,잔인하다,1
365,젠지경기가 쌉노잼인데,1
928837,개 상 혁,1
995795,어디 뭐 화재났냐 북한 해킹당했냐 잔렉이 뭐이리 많아,1
810398,매치 이미 끝난줄,1
31506,지우 성적은 든버지의 희생이 있었다…,1
480018,커즈 ,1
852010,오 디아렉쓰,1
285775,4핏이 머야,1
748483,텔 왜함? 든든 뭐임,1
629138,뻘줌,1
858847,처음부터 자리잡았으면 바루스 그냥 죽였는데,1
730989,젠장 또,1
840654,그래그래 88848,1
491608,세나 노틸주면 지는거야,1
887313,클템이 ㅈㄴ웃기네 ㅋㅋㅋㅋㅋㅋㅋ,1
273231,캐니언,1
452141,야 재밌다 ㅋㅋ,1
298153,오너 가오좀 빼야해,1
862589,지옥이다...그냥,1
239501,음?,1
25590,럼자오자레 ㄷㄷ,1
85574,구진구 ㄷㄷㄷㄷㄱㄱㄱ,1
734502,대 상 혁,1
675499,맛있게 먹네,1
666567,아 노래 진,1
652407,요네만 강조하는데 문제는 크산테가 훨씬 좋다는거임 해설자들 롤알못 ㅋㅋ,1
55083,정글 은 뭐냐 ㅋㅋㅋ,1
810720,ㅅㅇ핑?,1
450890,/시점 비디디,1
824232,타이밍이 무쳤네,1
527653,젠지 싹다 노플이네,1
361381,대 퍼,1
763783,피공,1
922133,1557,0
577623,아 지금 경기끝난개 아니라 퍼즈 상태인가용??,1
552366,아 승진시킬데가 없다고,1
567221,내부에서 티어를 어케 매긴거임? 스몰더를 3티어로 보는거같은데,1
865,감동적이야…,1
572609,어 전청조다,1
221475,커즈 진짜 잘한다,1
190607,약빨다됐네ㅋ,1
879128,동부의왕,1
429717,불이 좀 간지나는데,1
813685,ㅇㅅㄴㅅ,1
76140,담원 화이팅,1
510410,윱도스,1
391192,팀보이스가 재밋는 팀 1 2 위 ㅋㅋ,1
535701,/테디 시점,1
868036,진짜 뭐냐 이거 ㅋㅋㅋ,1
417591,쫄아서 못박았네,1
315417,헤일로 윗무빙 강제하고 물방울 맞추려고 한거 같은데 이건 좀 억까 아닌가?,1
36239,와 ㄷㄷ,1
719510,내일 출근 안하는 백수들 개많네 ㅋㅋㅋ,1
243050,손,1
535009,Szzzzzzzzzz,1
138359,와 지금시간에 선수들 혹사시키네,1
470504,미드차이 개심했음,1
127402,지건 아쉽지만 t1화이팅,1
942788,카사딘 몬데~,1
129679,레넥픽 왜 함 벨류개쓰ㅜ레긴데,1
33161,vaoms T1!,1
484613,걍 시드권 반납해라 ㅋㅋ ㅈㄴ못한다 ,1
451538,표시기 요즘 진짜 개잘해,1
809187,이거 명경기냐 개판이냐 ,1
918915,페이커 죽텔죽 패시브인가,1
657538,아무래도 폭스는 메인오더가 윌러인거 같은데 오더를 안듣는듯 그냥.... 특히 미드 서폿이 지 꼴리는대로 쳐하는 경향이 있음,1
526544,쫑이형 채팅쳐줘,1
191810,888룰8 중국의자랑 찌엔지 짜요!!!,0
92380,푸만두 ㅋㅋ,1
449630,단하,1
111883,용준좌 언제나옮 ㅠㅠ,1
345913,아지르가없는데 왜 걸은거임 ㅋㅋ,1
795795,ㅋㅋㅋ,1
401721,혹시 DK 밴픽 좀 구단에 고칠부분 알려주고싶은데 어디로 연락하면되는지 아시는분? 문제가많아보임,1
280373,버스의맹세까지 갔네 변수없다,1
486806,진자림 화이팅:red_heart:🩵🩷,1
5379,창조 손해,1
737193,구마무시,1
120209,티원 고질병 다시 도졋네,1
251360,수준 ㅋ,1
901037,테디는 올해도 고통받는가...,1
462076,1ㄷ1에서 3세트 스몰더 픽하면 개쳐망하던데 ,1
715483,???:나만없어 고양이 트리케라톱스 익룡,1
803597,뻘궁ㅋㅋㅋ,1
621444,뭔카밀이냐 진짜 개트롤이네,1
189112,여기는 ㅇㅅㅇ하는 사람 없어서 좋네,1
423979,ㅋㅋㅋㅋ,1
712249,케티가 2대1. 이김,1
233471,헤업미,1
878846,051 부산마오카이,1
363524,똥스칼,1
243986,뽀삐 서폿이 맞는건가 ,1
34317,힐궁 둘 다 안 쓰는건 진짜…,1
641367,가능충,1
494111,구마유슬 그만까라... 구마유슬도 잘한다...,1
751923,미드 체급 차이 ㅈ되네 ㅋㅋ,0
679045,브금좋네,1
181373,응기잇,1
921210,젠지쌔다,1
538562,미드차이 너무나네,1
727278,리신이 별로 안좋은거같노,1
957482,와 18만에서 3.4만이 되노 이거맞냐?,1
585643,페이커는 사과안함?,1
556524,폴?루?는 항상 꾸준히 잘해왔음,1
880548,구원이 아무리 못해도 브리온은 이기지 않을까,1
326031,슈퍼 스타 !,1
577437,담판해도 또그럼 ㅅㄱ 난 나간다,1
565047,대 황 불,1
42671,농심아 kt좀 잡아주라,1
38542,젠지 컷~~~~~!!!!,1
442691,티원 짐?,1
461503,진짜 한타 실화냐 와 저걸 이니시 거네,1
152043,오늘도... 팡희 의문의 1패..,1
35028,1557이 뭔 1경기임 4대리그 역사상 가장 빨리 끝난 게임이구만,0
457698,서폿애쉬는 케리아가 제일 잘하는 듯,1
194039,저번엔 이즈 파이크를 하니까 지지 ㅋㅋㅋㅋㅋㅋ,1
378028,뒤에 바로 광동 경기 준비하노 ㅋㅋ,1
435772,든든 ㅈㄴ 불쌍하다,1
928583,대황맥,1
807629,코인형 미드라이너 ㅋㅋㅋ,1
10907,오 구취햇다가 다시하니까 좀 빨라짐,1
564402,폴?루,1
690268,라스칼 15억 ㅋㅋㅋㅋㅋ,1
789944,ㅁㄷㅊㅇ,1
404681,광동은 좀 그래...,1
873204,위에 라이브 써져있어요 어그로 ㄴㄴ,1
864294,골드차이 개쩌는데 스코어는 똑같네 ㅋㅋ,1
153566,쟤도 -탑-이네 ㅋㅋㅋ,1
681333,아펠 노플이었다,1
378063,아니 루나미 일세트 졌으면 버리지 ㅜㅜ 왜한거야 져도 되는데 하던가 하다가 지라고 ㅜㅜㅜㅜㅜㅜ,1
50225,볼베궁을 저기다 쓰냐 ㅋㅋㅋ 타워까지 미쳤음,1
276823,우틀않은 역시 젠지 ㅋㅋ,1
180328,쵸비 개잘생겼네,1
324596,크산테 어카냐,1
105270,먹었는데[ 손해 ㅋㅋㅋㅋㅋㅋㅋ,1
577863,시작 안하냐..ㅜㅜ,1
176930,와,1
802253,ㅇㅅㅇ,1
180158,젠지는 고난도 밴픽이랑 안어울림 걍 딸깍챔 조합 가야해,1
394102,옵저버 진짜 누구냐 존나 못하네,0
105452,최우범두 그만해라 이제...,1
464092,어그로 그럴듯하긴 했다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
755878,가붕이 씹 ㅋㅋㅋ,1
357245,오 이건좋저,1
384517,제카는 페이커가 아니다.,1
732266,제우스가 상성무시하고 때려줘서 정글이 바텀에 힘을실어줄수 있었는거 같은데.. 그래서 바이가 썩고,1
540091,에포트는 대형 신인인듯,1
806727,진짜 테테전이네,1
51014,켈황 진짜 ㅆ간지다,1
654089, 두두착하다 ㅋㅋ,1
381943,광동 또졌어?,1
933560,88888임 4는 룰러버프ㅋㅋㅋㅋㅋㅋㅋㅋ,1
